policy_id,customer_id,policy_type,premium_amount,start_date,end_date
2d2a967b-c921-4138-932e-6f51164e4d8c,b0a0f258-6b1a-45bc-8d22-a90105b9bc45,health,19494.16,2024-07-16,2025-04-16
d206525f-4e36-4e37-9532-b67cddaddd33,538edbf8-28e9-4ffc-af7c-f11fff031d34,life,17715.94,2024-07-16,2024-10-18
6e009d20-60e8-45ca-9f03-0708472cb25d,5a8fcd36-be1c-460a-bb64-85508425b680,health,15909.85,2024-07-16,2024-09-23
883c8c17-e594-4608-a351-47ce95cb65f2,dd3fd339-b87a-4b31-8429-753dcb6a2370,vehicle,10599.54,2024-07-16,2024-07-30
23dbe1a8-1e76-4cd9-9246-21d986e96d01,218dfeb7-8a3f-42f6-81a4-f261b94d7fd2,vehicle,17399.82,2024-07-16,2024-12-07
d46807c7-1698-403f-b64a-cc6e8dcaf8a7,0ea64f58-ae06-494c-a3e1-b9434e6e86f3,vehicle,11045.15,2024-07-16,2024-07-22
f6e2cc73-36f2-480c-bf30-53a99c5e11af,aaf6ebc3-a480-4f43-887a-f154c649a5fd,health,18550.88,2024-07-16,2025-06-29
2d624bf9-fb21-43c2-a3d0-213c2c62ce29,b6d2933c-dd58-4f1a-862a-f6a12410e62e,health,19475.38,2024-07-16,2025-01-31
9d362853-cadd-4b73-87cd-fe41b9de707d,ba019b60-3501-410c-8e17-7b96e424758e,life,3836.38,2024-07-16,2024-11-01
dd7ead2f-303c-446b-9592-e1ff5673443a,03a4a832-33dc-4906-8d23-1242c4979d86,home,6823.57,2024-07-16,2024-12-26
b3b296f2-c33a-4603-8d57-ecd12bbc0ce5,f3dbcc6a-6956-453a-a1ad-2bdbf443eebe,vehicle,10096.45,2024-07-16,2025-03-30
c6dda104-8b64-4df8-8ae1-5a8ab09962ab,120aa104-43ae-4401-aec8-52699f395c4d,health,9744.31,2024-07-16,2024-11-28
bd069511-d010-48ac-9823-34d200edf08b,cf14bf18-aa2b-44b1-8736-7cee0a0abe37,home,14472.28,2024-07-16,2025-04-16
8d48ff69-5fdb-4a95-b8a5-d014b277550f,f95c7e52-7c81-4bbf-8125-0f3ff87044eb,home,6564.86,2024-07-16,2024-11-22
9ec4eac9-3523-441f-a7fe-62cd2c00f24e,63180306-1915-43ff-93f8-f0738aa08bc0,home,8012.65,2024-07-16,2025-06-22
ba59e8e4-d785-4de3-bdcf-830038e58da9,d5cd43a6-81b0-4251-80bc-145be667aef2,home,5020.99,2024-07-16,2025-03-01
8dbc72c9-5a3e-4592-bd6a-a81e822d6077,7f5c284d-10a9-4653-a548-720df563b837,health,19647.39,2024-07-16,2024-10-22
7ae96997-731f-4c47-8c4a-0b79f5c5beb8,a59df18f-e386-450a-bc0c-6612fb4f6834,home,3332.04,2024-07-16,2025-01-12
5315c7a9-582a-47e9-bcaf-355f26a2594b,8ef89770-fc2e-4356-af01-4e28ffa5af55,home,4502.73,2024-07-16,2024-12-23
345627c6-c09d-4422-9f4b-56e2dc90be22,bc22af0f-9e62-4a6d-9db3-a08d99b5c297,home,17098.37,2024-07-16,2025-01-18
12424a44-001b-4295-8801-215e2d465337,b81f3cb7-87e5-4f09-8557-8fb7648ff0ad,home,17837.75,2024-07-16,2025-03-21
28f51dfb-bfa8-4df0-9ca2-d6ac5a63b0e8,7585b9b2-21f1-477a-9320-e2b9b0328e68,home,13175.87,2024-07-16,2025-03-12
7f34e7f6-0c62-4a90-85ec-cfc1fec69b9f,ea46dd2c-0b08-4da2-a7ee-b7bfbd1d73d0,life,15807.04,2024-07-16,2024-11-20
e7736da3-5733-4f56-a0f7-350c02466147,ebe3deb5-c04a-47d7-afc0-92d1d0f26ac3,health,15516.44,2024-07-16,2024-10-06
1db41398-801e-47af-8c51-60d11422de35,d6a2632c-dd21-4667-af33-d84aff60ee46,life,16136.16,2024-07-16,2025-03-30
7db41bff-bb3c-4977-96f4-6c7d5dd5ea73,ac6536eb-1b96-470a-a97f-326e8df6de9b,health,4650.69,2024-07-16,2024-10-02
caeb88fa-9e0b-4913-8016-eca682e66798,f23b6166-d7a1-4340-8495-ef60a399cf77,vehicle,14225.2,2024-07-16,2025-02-01
17189f25-8cce-4dc1-89af-444a00a609b6,0b6e5565-fc5d-4a9b-ac40-f2dba5e1869f,health,16774.31,2024-07-16,2025-01-02
b8cd8189-b405-4126-9d06-ba5d2d8a1a7c,67d24350-8d0b-4e6f-b109-52e006e541d4,home,13465.5,2024-07-16,2024-08-08
39cb9d6c-0d1c-4cab-9fdc-6a892a5f179e,85338ec6-1858-47fa-b0ce-bd9504a42728,health,15752.92,2024-07-16,2025-05-10
743eb343-3f42-4fda-bb77-91602d269d05,b79b919d-01d5-45d5-8fd3-0dfc532020f4,health,10336.69,2024-07-16,2024-11-16
80ff7feb-5db0-4e58-bde6-78eba397a8ed,4bcdd4b6-398e-4d6c-9d3c-be443be105a8,home,9803.07,2024-07-16,2025-04-27
97b07e23-0292-4d82-a660-27d1eab413e0,1faa546a-3a84-4538-9312-36701e3a7e46,home,10638.62,2024-07-16,2025-06-07
dad0ddbb-775b-4b28-8f8a-e61e5aea1656,eaa09c74-0738-4329-a1a8-64bce4f96cc3,vehicle,5517.86,2024-07-16,2024-11-05
d73bcf5a-597f-44bb-8e56-7ef6736b0fab,e2f7044d-6298-4d92-852b-6e994581ea71,vehicle,5151.57,2024-07-16,2025-07-06
3661dafc-475c-4b59-888f-3a2d868d936c,bdeaf301-20c1-4737-bba2-24750fa83b53,life,6735.68,2024-07-16,2025-01-14
a9aa78cf-18b1-4c10-a1cf-4ec5777b8e95,2e31db6e-425f-44ab-8ef8-49a9e00a0f29,vehicle,7996.54,2024-07-16,2024-09-29
6ba5ffc4-fb2e-43c3-aa99-26ab9589af35,ad4ef2b1-ebc2-4162-9110-4646d4ea2de5,life,15063.29,2024-07-16,2024-11-02
2305cf2a-7e64-45b7-aa04-6683a4318843,5e12f68e-5542-4745-9cf2-69b984958ad8,health,13284.91,2024-07-16,2024-08-16
42d3521f-8883-45b2-96d1-6f9c44e28bdc,60c53869-0962-44df-a58a-8ff8ee1aa0e0,life,12184.29,2024-07-16,2024-11-14
8793e399-f0da-4ee9-ba82-cb8f9c5860e0,b8caa0d6-8265-4e2f-ba61-8a4a4ba39449,vehicle,3946.87,2024-07-16,2024-07-24
49f1514a-f58e-4f80-85b9-d4bbeadcae17,ddd56ee3-dade-4579-9e83-78ca8adcd836,home,3643.73,2024-07-16,2025-03-30
7202b103-497a-4d18-a97c-e04a19eb908c,ab7746bd-e1c8-40ee-bf12-68f325b1b7d9,home,11431.42,2024-07-16,2024-11-29
9a89b6e1-ec1e-42e0-b8a2-207dfdf56af4,df31bb1b-1077-47a8-8a65-644eaac53259,home,9642.0,2024-07-16,2024-08-13
008d4071-d7bd-4055-8b06-3f4e18dd36bc,594a3a78-6f0c-4d9d-a2a1-bb1e2af91e22,vehicle,3755.94,2024-07-16,2025-05-24
d74bf070-bfd5-4a84-a004-4f408b28b2c4,e18a99e3-c78d-4a72-b281-7322771fa310,home,10107.49,2024-07-16,2025-05-16
e27b223b-589f-4ce8-8af0-c673084c33a1,4ab3e9d4-1ea1-42f2-a169-9182b4e6c423,health,1204.68,2024-07-16,2024-10-30
d3c07a57-9d53-4ba0-975a-1e27198ad7be,6b91a336-ae42-45a8-b523-a6e8697ba88c,health,13343.81,2024-07-16,2025-03-04
045d75ca-5478-4929-bc97-e3a5be47a9c9,7f6efcb0-7665-4370-bb7a-105b3b4214ac,health,14123.01,2024-07-16,2025-03-04
ee24e727-5f47-4399-8249-a8c25a942f0b,3ed232be-f10a-450f-9287-4118db7fe760,vehicle,12845.31,2024-07-16,2025-03-20
f52d0105-95b8-4727-9515-ea9ae9ca9eff,13b30d93-514c-4d6e-8737-3eb8218a7393,life,13268.74,2024-07-16,2025-03-09
08bff810-514a-4a39-944d-b46b1c0ebf28,8f79bf8f-42ae-4519-ac94-bf8e1df6b083,health,16451.34,2024-07-16,2024-07-25
094be469-08b0-4112-b41d-5835e1bb0248,4327a244-5157-4efa-ab17-fe64aabfd816,life,9160.48,2024-07-16,2024-09-06
a086e8f9-29a1-420a-8054-d4158906b9c8,e3163881-a1d0-4792-a213-acb6dd424eb9,health,7973.73,2024-07-16,2025-01-08
698a6942-6b75-4237-b370-fcfa0e9f7268,65c432ee-58fa-4892-9030-4670d71f877c,life,2758.0,2024-07-16,2025-04-25
b20a8003-828a-4240-8962-e29d0a682987,3f6d37e9-4b6c-43f6-8de6-db527e8dadc8,health,3836.54,2024-07-16,2025-03-12
8d51f5c7-0df5-4dd6-bc23-65a62a41b2ca,1f0b0af6-9df7-4c0d-822d-41c3042da797,home,12541.28,2024-07-16,2025-02-06
67c3b1af-8ff3-4508-8706-e207a0f8d57e,62ede2c0-61dc-4a7d-a055-b0f086f439ef,health,7246.72,2024-07-16,2024-10-07
b8214a02-0e9a-47c5-a41d-dbab00e151fe,9512b058-0848-4825-b7b0-8e4a1b5debc2,life,17623.66,2024-07-16,2024-08-05
1d702062-576f-4235-aa12-e045d4348b3a,2467df51-c4fa-4b8b-8a78-410b848b0158,home,15753.41,2024-07-16,2024-11-26
703f1117-00b6-46b9-a7c9-9d41a27b23ae,6264731e-5a51-4ea9-afc0-05f79bf81c3f,vehicle,8098.76,2024-07-16,2024-12-17
d6aae7a0-9535-4735-8707-86cff44cf10a,dcdce470-7dac-40bf-950f-0e7c9f658c0f,home,1511.25,2024-07-16,2025-02-20
9a4e657c-025f-4415-9fed-d3d0bde7c499,c738f92f-3854-4baf-b902-542f05bb8bb9,life,3922.19,2024-07-16,2024-10-05
cafeb7cb-631b-4660-a7b2-33034e44625d,0d3cee5e-2546-4954-a5cf-9fedd08cfa05,health,17183.92,2024-07-16,2025-07-06
cfad973d-45fa-4581-a7e9-8b5a5a652439,13b30d93-514c-4d6e-8737-3eb8218a7393,life,14347.75,2024-07-16,2025-04-27
0bbb22d0-b09f-48bb-b363-5231176244bb,c0c2b606-ef26-4585-b706-60e3138a59b2,home,13613.92,2024-07-16,2024-12-03
c74ae2ad-db83-422e-bf51-23b172af3342,2a040cf8-b189-4f4e-9dd5-825d8c909694,home,7986.92,2024-07-16,2025-02-25
43c0784b-4875-438b-a16e-d650f4295569,c985c1d9-946a-4e26-80f6-a32512f7cb17,health,6529.48,2024-07-16,2025-02-28
61e77db1-3ab3-4d0b-acf7-0d47418baba3,7afa340d-9a0b-488a-bfb6-e52d55d8e8d8,vehicle,12156.48,2024-07-16,2024-10-25
6e559c78-d996-4857-81d7-4d0549ef4124,67ce2b38-b655-4f78-8936-547214277e5a,vehicle,3481.34,2024-07-16,2024-12-23
76503d3c-be35-4355-ae6d-9f275a38233a,d984cc0c-132b-4e01-aa96-c569fd4d3bb6,home,4877.42,2024-07-16,2025-03-20
871c5ec2-8a91-460c-81a5-c56df8f2645e,9abd3c57-f040-495e-ac26-5f3eff0d0ef9,vehicle,12429.35,2024-07-16,2024-10-08
d2622830-db2f-4db2-b81e-52e50950a9c8,fae210a9-9b61-49f7-9df7-23ef5df9bfc0,life,9881.78,2024-07-16,2024-10-21
c50a7a79-af35-4f50-be5e-1072839bd98e,66ba4cd3-6546-4bca-93ce-9c7c8f274220,life,13220.9,2024-07-16,2025-01-23
2a7301f6-4e29-41ef-af9f-f2d1ec51c9d5,5e4493ff-fa70-4f63-85d8-4e3e6280880e,health,10479.11,2024-07-16,2024-12-29
743c2fdf-0021-421c-9aa8-a67225f8f395,a9bfa148-330e-4d60-82a4-7291703fd2aa,home,3737.02,2024-07-16,2024-09-25
470c3d6a-c395-4be5-b5d5-c0c91f3a9d67,5e59436b-5039-45e9-a8a6-50b53d9083c5,health,3975.21,2024-07-16,2024-08-21
52911c64-7c7c-4c68-898a-4e0cd550cf23,eae6a0f9-74ba-45df-be94-a157650895d2,vehicle,11861.59,2024-07-16,2024-11-13
9f18562c-4428-498a-bbad-9fc1abacd486,9a3b8c49-fdb7-4838-8f62-1af7eaf0f24d,home,19082.31,2024-07-16,2024-09-09
f3e85971-5212-49e4-a777-fb9c1148e46d,d6a2632c-dd21-4667-af33-d84aff60ee46,health,2906.35,2024-07-16,2025-01-18
de35c98f-f284-4019-abf8-09cc2c6ba013,dedc4ea4-384e-42fb-a05a-6845f212fa0f,home,6552.91,2024-07-16,2024-08-08
73ff652e-794e-4fb7-a99c-387cf8ac1bfc,b507405b-df85-40c1-8445-fe7b82502bf1,health,17257.65,2024-07-16,2024-11-16
293f62f7-aac5-4b8b-94c5-59afb5818207,0bf25a8a-872d-4ba7-96ba-e7a91f23d71e,life,19335.53,2024-07-16,2024-08-25
9080b749-6d9a-4836-a03a-27f7abb999fa,6923a82f-88a7-40ec-840c-6a9e379eda6e,home,12660.71,2024-07-16,2025-05-20
8e35f9f0-448f-4b0e-8a74-dcb887b37ea1,3e98e931-e2be-44bb-a3c9-f13fee9db1a1,vehicle,7719.71,2024-07-16,2024-09-24
bb93b955-51d2-44a5-b69e-6503df582715,98fa6d92-c59a-4bcc-8490-6ac04def6f8a,health,11051.47,2024-07-16,2025-03-29
e4553fd6-a236-4a66-960e-b35df71f1431,7a38490d-2769-460d-9570-38e68a245997,home,12300.69,2024-07-16,2025-03-13
0a4a23c1-db25-4791-ab7b-e93cd3741aa2,6d4c5b86-9625-4ff7-9eee-42eac6d0a9c7,home,11278.89,2024-07-16,2024-10-09
2855bf4f-995a-4869-a10b-45c94deb93c9,a935b924-66b4-48b7-a875-13be5bb783d7,life,8519.64,2024-07-16,2025-02-15
bf6b5b15-0081-419d-acdb-b95f5e08ea6f,5b353cd8-e05b-47c4-a58c-9ff1dfa4cfa3,vehicle,5919.74,2024-07-16,2025-02-09
40a4109b-11a8-4121-abd4-9a4690aa3d09,b00f61c0-44cd-4ac7-9446-e19e5b7b3c8c,home,10239.15,2024-07-16,2025-03-26
4cd60208-ae5a-4728-82db-d64f2ddb1b26,071eab2a-3931-4e45-b736-4046b0ec2c76,vehicle,17104.0,2024-07-16,2025-04-13
dc87abf4-d6c9-42c9-8a10-dbc8922c4298,ea12e252-db79-4a2f-ada4-def3fb7f8b60,health,11557.05,2024-07-16,2024-10-13
bc28e49b-ee4c-4586-80ef-baff558d9156,a5664efb-623a-445b-9f24-a1511323412c,health,18897.62,2024-07-16,2025-02-25
c5ee94a0-559a-4d11-8b52-6abecb0c3aff,f5da9d8a-cdae-419c-9cb8-35c2aac93221,life,9907.0,2024-07-16,2024-10-10
f8889022-4fa5-4f3c-95dd-9e1a10c88a35,ff0f25fb-e5c7-4850-9bcf-9f9643875d68,health,17860.21,2024-07-16,2024-11-04
b47f11c4-ab9e-4925-99e2-4a60405bbbd6,03af4a04-a78e-4305-a159-88810e707b9c,life,16352.52,2024-07-16,2024-07-19
ccfb6b2a-85b2-4eeb-9910-1c228b0e56ba,2a040cf8-b189-4f4e-9dd5-825d8c909694,health,2504.56,2024-07-16,2025-01-30
9cae38ef-d795-447d-b2f8-5ae95e760ca4,f3be260e-69f6-4793-a828-baddd6dc49a5,vehicle,11840.79,2024-07-16,2024-12-20
44ab8384-adee-4b42-a19a-38f16acceee6,bceb5f1b-c50b-41b2-a9d2-d4d56d8d889d,health,3167.27,2024-07-16,2025-04-23
d0b8aab9-c10e-4aa4-b6cc-58beedd43af3,dc38f24a-e421-426e-b2a7-f28d8e154e1d,health,6971.12,2024-07-16,2024-12-21
2f911996-a082-4d85-a942-72f8d2fce34d,18b5901d-52de-4de3-bdc4-a8e7946d7ba6,life,10449.66,2024-07-16,2025-04-29
fddfb1a9-c4d6-4b18-99a7-b0ec408d6979,cee44ee5-e6df-4b21-b855-0c1901f313f1,health,15242.66,2024-07-16,2024-08-15
c490f35e-b265-41c8-bb68-cf509ebee42b,b9266f5b-f6cc-44b7-b6a2-b9ae0b92ccf0,home,12751.36,2024-07-16,2024-09-20
bdd8e141-e124-4c7e-93b7-9383dd7e5ce9,a89e86c1-55e2-4e23-bda4-0975d2cd667d,vehicle,10972.76,2024-07-16,2025-04-20
15ee4f80-d54f-411c-a54d-52b5bd6d68f9,90d77d26-0f87-43c1-a86f-00d1ff53b82d,vehicle,7403.62,2024-07-16,2024-09-15
102c254a-48ac-45bb-9a20-7907eb03eb8e,a99ac791-1070-4cf2-ab9e-43179a0a23f7,life,12202.33,2024-07-16,2024-09-05
a4205f2e-b54f-409c-83b6-d76996b0b05e,df3e250b-2031-4a0f-a535-34e09752cf7f,health,2474.57,2024-07-16,2025-03-23
465f9037-2f8a-4e53-a05b-c9ade5e94005,d391fe8f-afec-4f9c-8006-99aa6c5b4345,home,11853.04,2024-07-16,2024-07-25
7134c058-6503-4042-bc92-fea39dbdcfd6,8874b5a5-c020-4fbf-b07b-d7cfb2330846,life,19803.97,2024-07-16,2025-02-26
8b3daf04-5c6c-4ca7-8031-0ac0e14d3028,e41dcaec-00c9-40ca-a55c-caefa9999478,home,15518.72,2024-07-16,2024-09-15
12640490-3882-40c9-bdd2-5db7471c9875,ea46dd2c-0b08-4da2-a7ee-b7bfbd1d73d0,life,9368.58,2024-07-16,2025-01-30
fc2d95c9-8941-4e4a-a32b-b042662d9af6,3cb8aecb-e942-4e7b-a052-0f8a403374ea,health,5442.8,2024-07-16,2024-12-31
97f92b6c-15aa-4514-b6b9-fcee69092103,8a9cc9a9-2c48-4a83-ab53-9db9dc8d6269,life,11109.01,2024-07-16,2024-07-23
21e40308-2db1-483b-9726-646df663c8d6,9e1c2d6b-299c-4b57-a9fe-b09f64c427a9,health,13159.6,2024-07-16,2024-12-11
c232b09e-4164-4e82-80dc-8989c4f1ac0e,bdeaf301-20c1-4737-bba2-24750fa83b53,vehicle,12822.68,2024-07-16,2024-10-10
