charge_id,account_id,amount,charge_type,charge_date
a2e57a9c-372f-4b26-b37e-8c6f266ad0ed,f1335998-d410-41b3-a6df-aa4b95de205a,93.58,ATM fee,2024-07-16
0781de6c-f0ef-4d1b-a35c-cd6f33eb244a,efc518ab-1500-40ea-967b-67f36e853073,22.4,overdraft fee,2024-07-16
8dc1f8be-41fa-40b9-a7ae-cfe05dc8f43e,95ea1b46-d7ef-4832-8991-03f6ea462681,61.71,ATM fee,2024-07-16
f015e564-8540-49e5-8e85-b9fba5aa50c2,e9c02ffc-bd8b-48a4-a268-781aac9d5f21,12.42,ATM fee,2024-07-16
1d289d65-c999-465b-97ae-091e301dff11,96b70dee-9eaa-491b-a6a2-3eaf2f41efbe,41.05,ATM fee,2024-07-16
0f7e5565-0d64-4c2b-a853-4af9c435d308,ca2b1dff-72ff-4d9d-9115-5311d4a02384,23.85,ATM fee,2024-07-16
f796f0cb-de8e-4254-8559-05dd8ded8558,df7249d6-6612-487b-a12b-fe9058c14960,47.9,overdraft fee,2024-07-16
47b94c14-1f71-438f-b100-2d2f8875958c,a3b023b0-d318-40d6-9729-14a6a7d3cf40,14.34,ATM fee,2024-07-16
9a06c128-4658-4ac4-8458-3dc519c9a728,8d9c01c3-22cf-4586-8cdd-4ed282f5adc9,62.69,ATM fee,2024-07-16
450caa5f-4c57-4d96-875e-e805bdf76d3c,7b040467-b4b2-4a83-afb6-faf28b079aa9,7.13,maintenance fee,2024-07-16
686662bd-a298-4eeb-800f-cec428535fd3,0c22ce91-98ec-4da3-affb-12319c594a2b,63.91,maintenance fee,2024-07-16
c2e26953-751c-4eb6-9c7c-529b8685d4b8,7212b5ba-19eb-4efb-9145-4bb2d7f80756,93.78,overdraft fee,2024-07-16
9ef1a65c-7f3b-438b-8638-80efac053392,69ea0471-7b7f-44bc-881f-871ed57ad6a9,10.95,ATM fee,2024-07-16
ea141162-af95-443d-86c7-85940fa5af7b,18e00ed2-8770-4291-aeb1-a0967f9ac19c,75.53,overdraft fee,2024-07-16
05184ca3-e03f-426c-a07e-f180233e9f2d,75a0a8e5-6097-40f1-9051-21c216db88a1,62.43,overdraft fee,2024-07-16
c837d43a-db27-4d87-b68a-7d54d74f37ad,e9c02ffc-bd8b-48a4-a268-781aac9d5f21,30.34,maintenance fee,2024-07-16
8807eab0-cd4c-45c3-8d41-9dd75d3c5c60,b92ef6b0-3bca-420b-a2ce-af147b9145e6,42.13,maintenance fee,2024-07-16
ec822fa0-c775-4be6-b8a8-eafc0f0c27d3,52811240-3e3b-41fe-b39e-23411a847fd5,8.63,overdraft fee,2024-07-16
cb096593-5ddc-452e-9e42-65d84f8250bd,f94ec193-62cb-4c87-8b61-52cc1196648d,93.16,overdraft fee,2024-07-16
5067fe10-6d05-4c61-a224-e132fbd9b774,8b8abdfe-040c-4d06-95af-9f411f9e6fad,47.7,overdraft fee,2024-07-16
8040e5bc-7e94-40e7-bdac-717d91b07d2c,62af4157-30c3-4e8f-886c-d5e751fd3d46,22.2,maintenance fee,2024-07-16
a5c7fcc9-87e2-4307-ab08-f1e671af972a,0adac2a1-42d3-4918-bed8-80e2dd2b7dd5,62.28,ATM fee,2024-07-16
5ce8ab7f-6a28-4c34-92a7-bd1fb6fe9610,1bc961ae-0183-408a-8d84-170df5ca9a0f,13.76,maintenance fee,2024-07-16
29aff3cf-c96b-49d3-8e6d-f80ef49cd349,5438befc-fa7a-493d-ae03-dc7279fd54c7,77.19,maintenance fee,2024-07-16
ab0048d0-cd57-49a5-a30c-47f239cc6833,adaaf554-d1c5-46c9-a7e3-dd102600bac5,23.32,maintenance fee,2024-07-16
d829b36d-8b23-4c02-a6ce-de39ab8b59f5,dab306fd-bcf6-43af-9ba7-061118310278,75.26,overdraft fee,2024-07-16
6a9ffc7e-422f-456e-aae7-b99c92e47d9e,e5ec4be8-64cb-404e-95e9-33ce76e00d54,62.09,ATM fee,2024-07-16
db45a1db-381e-49bc-a738-1647b838e7d0,e8090ce0-5bc8-40f9-a145-c942ee008a8d,12.01,maintenance fee,2024-07-16
63598ec5-2b8b-4b7a-88f1-4abbb113c95d,dee4bc6a-0ff8-489c-97c3-790c63eb2c67,81.39,overdraft fee,2024-07-16
556f58c3-fe62-409f-8ce3-963df6c9ea46,b264d8da-98a4-404d-bf7d-d984cf541bd4,24.05,overdraft fee,2024-07-16
206e5fc7-17c8-4fff-91da-a524d76ed517,93bb1fc4-e69b-4f45-ad0b-7d2556720c71,55.37,maintenance fee,2024-07-16
5a3b802f-fec5-4ffb-8a2e-bf3ae6a04726,70cb4f89-c97c-4eaa-b10f-b135a2a647da,89.0,maintenance fee,2024-07-16
87db4b29-202a-4d8a-8f87-3abdc874b92c,02d465e4-12aa-4721-bb0d-21bef5d1152a,90.35,ATM fee,2024-07-16
df3dc175-c1fe-48bf-9fd1-f1c4a9007ed3,632efca1-78df-41b8-b09a-a30084b54c95,97.49,overdraft fee,2024-07-16
dc146198-f7a2-48d1-9833-cb587494ef11,96d8a0f6-3fba-4049-bdd8-b763c83992ba,59.35,ATM fee,2024-07-16
11457f2b-e422-4e8d-b985-f00735e55895,fc88bd0a-134a-4177-bbf3-8bed6ebe4b51,41.47,ATM fee,2024-07-16
ff8a4b17-ae7f-413e-b4ff-b178add49441,37a968b3-7493-42a9-9834-88238fbccc8c,47.6,ATM fee,2024-07-16
3a26f1ee-911a-49e9-9466-644222d64765,4197a447-be53-4e68-8cc4-03fc58875ec6,17.47,ATM fee,2024-07-16
8cd76c32-9fc0-4d3f-934e-e787300cc1a2,2034876b-628f-49e5-943e-7e67cc9d698e,73.78,maintenance fee,2024-07-16
94c6ed24-9b6f-43f8-9c56-b8c287dad685,9e950155-a962-4493-b21f-b4fdce7bd89d,42.39,maintenance fee,2024-07-16
6893a221-c150-4e92-a694-1605dd76a1cd,eba9bbe2-dbd1-4515-8d7b-126765799d10,94.21,overdraft fee,2024-07-16
0ffbb427-aa1c-41d4-a6bc-c8625c6143a8,db3ce8a0-383e-4b04-8d39-682273fb58f7,32.08,maintenance fee,2024-07-16
58df32e0-624f-4522-929e-ae53408a3d02,cb2e95d4-e145-4d72-b363-e4272df26af2,96.24,overdraft fee,2024-07-16
f99b48d1-7aa4-4957-8459-6a00895387bf,6ac2b83a-fafc-43eb-8bef-522ac57dacea,9.1,maintenance fee,2024-07-16
2ba6376c-1461-40f4-8b85-c29b103bdf82,af8c2189-f2ca-471c-bad0-30e4d1e7a21b,51.27,overdraft fee,2024-07-16
bd5247a4-6da4-4117-9367-05c7c3a7509a,61f4394e-1319-4606-b13a-da0d8e96098d,70.14,maintenance fee,2024-07-16
c23c0df0-5f9c-4a65-adf3-45af5a9ad626,ea2d073a-72cc-4ec9-8e2c-a4aae1091f41,32.01,ATM fee,2024-07-16
fecf2456-d798-4497-ad69-d6577be737b9,8a743489-33fc-4485-a93a-1fb6c79d38fa,21.93,maintenance fee,2024-07-16
8c51bf1b-c571-4ed4-b3c2-154c5eb9b2eb,3c881eeb-173e-40f1-b51b-cbeb506416d8,11.52,maintenance fee,2024-07-16
1ab7d49a-50b4-4701-91eb-9ce9c92df76a,f148f14b-6212-4a67-963b-05c457623f60,59.23,overdraft fee,2024-07-16
06edf5ea-69e3-44b4-98e0-e4a563007337,e938852d-8f8f-4402-aa74-328929ed94d9,94.01,overdraft fee,2024-07-16
7f0261b3-a715-42ee-933d-84794d597c19,48810340-4736-4727-bc4c-5f6daf0a052c,41.14,ATM fee,2024-07-16
929654fd-c9fb-4c77-b451-5817115622b9,3a2d6fc2-51ed-476d-8f4d-0166f2269363,87.63,overdraft fee,2024-07-16
b18f9126-9c5e-42e5-a2b5-692ea5df628f,d1cf0e72-c837-45ec-b962-0d08c4ba7cff,83.15,ATM fee,2024-07-16
35dd54cb-3d76-4674-894d-2e3ddb014966,eb619738-d0a0-4a17-a0b3-b4de0acbfd64,54.94,ATM fee,2024-07-16
4f58eb07-cd43-4c93-822d-87d65564687d,35b65a13-442b-467a-bbee-08f5d6ba871a,56.47,ATM fee,2024-07-16
61b920e7-fbe6-4822-88e9-c5950588aa83,62b19b86-f571-4b7f-a1a0-5c65c92d7bde,25.23,overdraft fee,2024-07-16
b933cca4-c1c6-40c4-ab39-931f4fbf6ab3,efe4b96e-cf2d-4a18-9c91-54bc09a4931a,69.27,overdraft fee,2024-07-16
00258a11-24f7-4a72-964b-2a03164bb520,5543e8df-f343-4a62-9145-51f8854c5abf,45.71,maintenance fee,2024-07-16
cbe550b7-7dc7-4323-be62-dd9053c7575b,7d9f4346-1d26-477d-ba53-75460bdb67a6,35.84,overdraft fee,2024-07-16
7cf4d0df-b576-4cd6-acc7-1404a6d60f36,248a2927-8904-42f8-89ca-7a024fe302cf,52.72,ATM fee,2024-07-16
9c1c95c2-0b7d-4d05-91a5-0b951585ab48,cd0c5083-397a-4301-bfb3-c35c268b5f55,22.3,overdraft fee,2024-07-16
4336e214-6235-43d9-9b36-2fda611f0f65,c3da8877-b129-4b40-8a04-968c8bb98efd,6.63,overdraft fee,2024-07-16
ad1a1cba-cc2b-4f76-9380-b1fee8e50c19,946e9c5a-fe44-4342-8a43-cd6c447baa74,25.62,maintenance fee,2024-07-16
9b53f59c-f83c-447a-bcb9-3e7ba05307c8,47c30801-919d-49f1-af50-3ee761c6bced,31.02,maintenance fee,2024-07-16
65e18bd7-7fe8-405b-af8f-0cfdfc26a4e0,4d49c5e7-dc72-4052-91be-9a0eab64ec67,47.34,ATM fee,2024-07-16
67f37fbf-2443-4a7a-853e-83787a57c79d,f1425c5e-bb25-4448-9161-18c500c034ca,31.14,ATM fee,2024-07-16
a6abe71b-4da8-4b9c-a838-3c37625637b1,ba911912-3179-4b4c-a5ff-9a98a34d29c6,85.51,maintenance fee,2024-07-16
321854a6-cffd-4181-b91a-fe3b303c80df,fb3531c1-1bad-4e27-9125-dc6ba9bd5872,27.31,overdraft fee,2024-07-16
309e50db-fec2-4f42-820a-6f345d0da3a2,b551207a-3f01-4478-83b9-ad01cfc60f02,87.04,maintenance fee,2024-07-16
b57ee8b4-b936-4eeb-98ef-6c7de0774267,c2276eef-9deb-4ab5-88cc-5b9fc927f800,20.78,ATM fee,2024-07-16
f936f5bf-e8e5-49be-b1eb-3cf83afc338b,37fa771b-4369-45b2-9b9c-68016467be7c,28.35,maintenance fee,2024-07-16
72e855c8-d168-4996-b1a1-8a2c7c697606,a8441fc2-5f20-46ef-b99d-e93d788e8fcb,11.91,overdraft fee,2024-07-16
7f7f331d-9819-42fe-a4a2-c2996d466f69,230b5cf8-2d03-4ec8-9f92-aaccc7842a9a,89.25,ATM fee,2024-07-16
9283ab6b-58b8-4265-bb08-fb266224a9cd,66662fc5-8ec0-4758-a548-ed63f425d69e,32.67,overdraft fee,2024-07-16
f3bca5cc-9929-4b79-a021-d07665493677,d51ad9a7-84fd-4632-9397-d779c5c3ea86,87.73,maintenance fee,2024-07-16
fdca98ea-e5d2-40bc-bd47-b21494b11f28,d6abd430-59b9-41a2-a6ca-efdf178b1522,57.92,overdraft fee,2024-07-16
92fc8351-e108-444e-b75e-193739c01523,e9959141-e053-4d52-9cef-df9ca3feba89,85.43,maintenance fee,2024-07-16
d48de443-2432-4650-a252-5535a9514138,85d1deef-5d37-4f5b-b070-2f4becf27cda,84.63,overdraft fee,2024-07-16
40f6dce5-2ed8-4e87-98d1-9fe6ee111042,eb619738-d0a0-4a17-a0b3-b4de0acbfd64,46.35,overdraft fee,2024-07-16
68ff6c1a-5144-49dd-a8eb-3cad497bc4a7,44f3bbc4-76b9-4908-96b0-4ce66f045c86,32.97,maintenance fee,2024-07-16
cf5a541e-0446-4ca6-a00c-125ef6cf7e0d,4daf14a3-48fd-402b-9432-dfa41597a7ea,42.23,ATM fee,2024-07-16
f0ee7091-48ff-43a8-aacd-9664e7566d8a,76cdcea4-3d30-4ae6-a6b3-ea65ddeecb66,75.75,ATM fee,2024-07-16
f470e302-28a0-4ae8-940d-79edc97332f0,2608657b-dbe2-442f-944b-3e0d7cb11d15,20.83,overdraft fee,2024-07-16
c072f5d4-6362-44f8-b7de-638a0fb5e3fa,1997e0e9-b4ce-4545-8645-713729137200,41.08,maintenance fee,2024-07-16
05f13d8f-2760-4ee0-a32d-9b0babdd9574,c374780c-b435-4cbf-aa62-6d76344a4660,95.77,ATM fee,2024-07-16
35f84692-b6d3-4900-a3b6-c52f83f60c87,953c40e2-e618-4d8d-8018-7408430ba392,7.77,maintenance fee,2024-07-16
5cc5af88-a77b-4930-89e8-cd0a906c0ed6,9a77965f-8779-43c8-9aef-8c5594a438ea,25.25,overdraft fee,2024-07-16
4d226e52-e5b6-4296-a978-15686e265e96,7c483fc5-8ea7-48f5-a036-4760356b9b7e,21.36,ATM fee,2024-07-16
2936e50f-e01d-460d-a596-10288fdb8799,a3dd4114-5cf5-4d9e-8298-6158dec45ca6,56.02,overdraft fee,2024-07-16
7c7ba5ec-e0ab-478b-af86-dc6480adbe9d,3c215b1f-2475-4c1d-babd-5335e69c5f93,94.42,overdraft fee,2024-07-16
204493e4-465f-4abb-9f5b-26268bd0e317,dee4bc6a-0ff8-489c-97c3-790c63eb2c67,80.79,overdraft fee,2024-07-16
227a2cc9-efbd-465a-92e8-dd8d22352331,590e64da-8f95-4672-acca-3680351a56e7,73.9,ATM fee,2024-07-16
b5f90508-3417-45cf-b16e-6fcf106e9f34,8a11856c-7f06-4eb3-9094-3313b34ae50e,23.6,maintenance fee,2024-07-16
982dfcab-bbba-4095-9f37-d09ac8a95d2b,1b9abee2-f58f-45d4-b00e-ca965b8cf79f,6.96,ATM fee,2024-07-16
d313d3d8-c9a4-4f8f-950d-8b8484128815,de1daca2-2ecd-428e-a42b-d4c64bc3ee37,43.74,maintenance fee,2024-07-16
d49f087f-cbdd-4b68-8f92-38dbce2f1bd2,05111f73-caa4-4edd-ab18-a719d147fa91,77.96,maintenance fee,2024-07-16
e80c5b51-0b78-404f-b4b0-5e71fc8ad166,fc34acbb-09ac-4c86-a3ab-f8dd15a92fe9,47.83,overdraft fee,2024-07-16
5826ef06-e450-448a-9a2f-ad5838373bcd,345be0c5-17ce-4332-aa14-d6f9a1bba085,70.03,maintenance fee,2024-07-16
4aa9a523-3a2d-426b-82b2-6ebbf427e215,0f644a66-6f87-46c5-8671-7f89ff8624b2,83.22,ATM fee,2024-07-16
d6e4a7f7-6243-4237-ab04-2d2d97e2f800,8d9c01c3-22cf-4586-8cdd-4ed282f5adc9,65.85,maintenance fee,2024-07-16
42a717f2-11d4-4218-a9cf-b7772b2982ef,f897c688-54a5-4dde-bdfb-52eac521bbc8,16.12,ATM fee,2024-07-16
5fb0f9c8-5646-4e84-90eb-1908f9fa11a8,23af17ef-623c-406d-ab4c-f1e5d5209788,67.17,maintenance fee,2024-07-16
e2ca2b72-80e4-4bc7-9932-1f1fee88be84,d7ad463c-8908-458e-b6b4-8891eadefd09,56.07,ATM fee,2024-07-16
9ce57015-7788-4bf3-bb6d-c7873515fb2a,0c510688-0a83-44b4-9c84-a1587874e63b,83.67,maintenance fee,2024-07-16
90ad70de-0360-40af-a0d8-2519a1923881,ad3560a1-c0e9-4fa9-9179-18a91bcdf023,56.18,maintenance fee,2024-07-16
cb821f80-702c-4d05-917e-aacbe4ba67df,1c1130e6-d40f-415e-afdc-c7e54de01ab2,75.57,maintenance fee,2024-07-16
4f02c0ff-30be-4423-b16d-45b3d0b97f7c,80139913-bc66-4378-8400-215b44ec2590,41.26,maintenance fee,2024-07-16
4254f6a1-3991-4f58-a478-53af7f089bf7,53e9d9a8-6720-4608-a884-87d639759ba1,57.27,maintenance fee,2024-07-16
3de1577e-6e65-47b6-9e11-ef3a00ec7cc6,a34e1c9d-f069-4ea7-9470-2cfcb27abbfe,79.38,maintenance fee,2024-07-16
7c0fd7c0-c44f-423f-9dfa-c589ecfad2b6,dce35bf5-c371-459f-91ee-732fa9d67f4c,73.62,maintenance fee,2024-07-16
ac6beefc-30c5-428e-85dd-c366a1e47ff6,47800224-6b7f-47fe-9d18-0aefe805e70e,46.76,overdraft fee,2024-07-16
b057a0a9-7118-4819-8ed2-46d6ba4ad1df,8c17adad-da04-48ff-9e7b-7895b4a4a735,89.52,ATM fee,2024-07-16
b4e57423-c482-45c4-a7f8-634ce5df3429,7b040467-b4b2-4a83-afb6-faf28b079aa9,68.27,overdraft fee,2024-07-16
7f784c8a-6fcd-4c70-9d28-b9adcd0c8dec,3d08feb6-955c-4821-8541-68766d1a1703,36.47,overdraft fee,2024-07-16
3513e9ec-8f7f-4004-a4a2-e89c40494f30,4e0b5518-4789-49e1-b285-ed6c8265c23a,13.78,overdraft fee,2024-07-16
bb2f97db-35e5-44e9-8604-a1bf9de9bf62,a6699abd-d52b-4538-ba6d-cfd55439820d,57.03,ATM fee,2024-07-16
9619e12c-b908-4be0-8c04-fddcc80b6082,df6a1c96-09ea-4203-ac67-a86294de9787,45.24,overdraft fee,2024-07-16
984ae698-b9d7-42ab-a1a9-f8170b030d58,f4823e96-780a-4e92-8587-6e7b1cc782aa,61.74,maintenance fee,2024-07-16
7b02674d-cc33-4f56-b2a1-50712f33c923,8fbf58a7-121d-4ac4-9ac3-d452287ac653,7.2,ATM fee,2024-07-16
ba32ea6e-8eec-4240-b35d-ea084926581d,1932012e-606f-4bca-a3e5-9c5b2d2a7d1d,71.48,maintenance fee,2024-07-16
b174a1e2-2e16-4a92-acdb-c762f683c3ec,27101f03-200a-49bd-a44e-21c09a4c99b4,40.2,ATM fee,2024-07-16
2d0200d3-6165-4730-85a8-f82625f0ab6c,686ba71e-9256-4691-9f15-8759f18757f8,85.45,ATM fee,2024-07-16
1c4ff7df-5aff-4a41-beca-131a4bfe646b,4ea9f7b9-271c-4311-b8f8-c4421486a57b,86.49,maintenance fee,2024-07-16
a08bba89-46d1-418e-9544-eb8d3fa015e8,2c86849b-facb-457c-a46d-2318a699b40f,65.92,maintenance fee,2024-07-16
2acaa912-7caa-414f-99d8-976ef7c80b59,7269608a-c253-4f45-83c4-11f27fda3878,56.19,ATM fee,2024-07-16
2badbb3b-88f2-450d-b940-4e3df4fc8b52,a4550dda-3839-42e7-9498-de4309525966,24.26,overdraft fee,2024-07-16
f1e06a4c-1762-4f48-ba1a-350814bfb4e8,e95db4d2-391b-4eec-b251-4f3a511602ff,40.31,maintenance fee,2024-07-16
8f46f3d3-b3e7-4303-aa11-d11408069e5c,4382ed57-d19e-4a7c-a90e-45fcaa42ba21,58.41,overdraft fee,2024-07-16
e6cebb15-deb6-4262-8b2c-be02b0fc168a,b8841302-ff47-4160-a1bd-3ae070145435,79.22,overdraft fee,2024-07-16
8e009838-97a9-4691-a31b-0ec1542244ed,bbc9c246-670d-4a84-8c30-3e3ce653511d,98.41,maintenance fee,2024-07-16
b425991d-14ac-4311-90dc-1be0a047d148,49f3a521-bd4b-4fe8-ba7a-b5a270b99b0b,44.48,overdraft fee,2024-07-16
f1bb50cd-bbf5-4b94-b564-82a7283c40db,d7df1e14-252b-42b8-af0b-091b14111e94,73.67,maintenance fee,2024-07-16
923e0456-729d-4c3e-b7d1-cb1807c51cf4,fc34acbb-09ac-4c86-a3ab-f8dd15a92fe9,52.26,maintenance fee,2024-07-16
cab07a3c-3e0d-4c35-aebd-4b3f2704eb9e,32c45c33-e44b-4646-b0df-87934371b3d7,25.73,maintenance fee,2024-07-16
8e7e0b5c-1799-47a4-86d5-a6c8b3be9863,635fe11f-f1f8-4dce-b9f8-78907aced622,52.61,maintenance fee,2024-07-16
525720c3-cf3c-4a6f-be4a-bd85c2f4b789,04391a27-2e6a-4583-9e93-e2a0144161aa,35.47,maintenance fee,2024-07-16
d95de170-93e4-41e4-a8ff-3ff697f971b8,d884c820-edeb-4619-aae7-8a93324dba97,92.46,overdraft fee,2024-07-16
bf61bfdc-b8db-4276-8ab9-139c44354802,c06fa12e-5c5d-4d67-8a14-c7c9ba19ef4b,82.2,overdraft fee,2024-07-16
a7f042c4-2953-4c32-976c-713417e9ab04,74a2a7dd-8225-45d1-ad29-bb483fd59f32,73.44,overdraft fee,2024-07-16
be501ea6-64c8-402c-9beb-68ffa0f02fa4,888e74e3-6b0b-4e4b-9707-edc0f4295aac,18.37,maintenance fee,2024-07-16
3802272f-cf3a-467d-8e1d-c22775c5704f,e3e4f913-31a3-443c-b256-929394df59db,59.19,ATM fee,2024-07-16
c84a56ab-80d2-4412-bc2b-adbc43e03047,ad2bf40c-23bd-42f4-b268-ff3d77373a40,25.18,overdraft fee,2024-07-16
00738fb3-62f6-484b-b30f-86e5c6341689,e4c73b86-e99d-4d3c-ab9c-d4a527c9be96,49.99,maintenance fee,2024-07-16
c9898be7-b078-4c3c-a940-90f4720ec5c7,ec5da2a7-1ade-4d44-908c-adbb5d9402a5,69.03,overdraft fee,2024-07-16
020dc580-55e4-4ca3-87ce-c09644227946,9e249ecf-47ea-48db-b850-7890432c18c1,40.09,ATM fee,2024-07-16
d9193521-5549-4184-ae30-1028d5a81fa1,2fb9f44b-c9eb-45ed-bdf3-680a6afae486,95.86,overdraft fee,2024-07-16
389cdec2-cdd1-4de9-99dd-716edf6a376f,cf433d2b-8f5f-42cf-8272-45a09e4cb38b,11.51,ATM fee,2024-07-16
23640ef9-a9e8-4872-a36e-2801264c0fd9,e9edb9fd-0d56-456d-85c6-b639b0088dcf,83.16,ATM fee,2024-07-16
e64f0126-99fb-4ea9-bfef-64b2cc3cc158,bf3b318a-7dfc-44f4-bb51-14eefcde431a,31.88,overdraft fee,2024-07-16
8283a8be-701e-43c4-a8ac-c835c7d5f73e,11452777-e5ef-4cd6-89f2-aeab5bc9ee87,6.3,maintenance fee,2024-07-16
94bef0b7-6129-45e2-b7e5-80ac41f81843,63cefb91-117c-47e1-b0bb-bd7829935411,28.67,ATM fee,2024-07-16
117058fc-d1bc-4db5-81e0-2d76d4e10f48,3f05f167-5fdb-4a92-90a9-6de1c13056eb,18.27,overdraft fee,2024-07-16
39c31728-113a-4174-9f34-b4806f9102d9,038ba82a-15c0-465c-a3b4-ec741c793ff5,19.92,maintenance fee,2024-07-16
9661d8f5-bb75-49a5-a920-38f709f60b04,42d67ef5-e5c8-4932-80d3-c74a93607080,96.35,maintenance fee,2024-07-16
9e7a9130-3a5e-49c4-83d0-a0038a50ecdb,06f332d2-4bdd-4c89-9240-1f2787471a87,77.84,overdraft fee,2024-07-16
bcfd0ef4-c595-4dc3-ab37-8c1e3fc90dce,db29c30e-633a-43b8-a1d0-7a62b0270098,88.82,overdraft fee,2024-07-16
a59b6b17-8776-47b2-adc8-6951c6839d78,8ea28e34-2519-4d18-95a4-c6b1a407d942,23.4,maintenance fee,2024-07-16
a8506852-af64-4bac-917a-ac38ccb07244,9cf7b423-64da-440e-9517-f8718d424d5d,11.28,ATM fee,2024-07-16
13d1612d-45c6-44e6-bf45-d1e75167b3aa,da4bcb13-3da5-49c6-9eb4-85d410b7d1ed,39.49,maintenance fee,2024-07-16
459ea70d-bb63-4c06-b2dd-793ac212b696,d68c0de3-6297-4918-aaeb-fcd209569d73,98.55,overdraft fee,2024-07-16
c16ba912-3dc1-4381-8d2e-c7e6a2c749f8,7b040467-b4b2-4a83-afb6-faf28b079aa9,75.48,overdraft fee,2024-07-16
655002cb-1d28-41a4-a473-a941ddc71225,958eb87f-3932-43d9-8393-5b8031720cea,50.7,maintenance fee,2024-07-16
bd1e219d-f1f6-4a33-90a7-e8e515ce0026,cc726c95-d5fc-4608-965e-e8992f547f52,17.02,overdraft fee,2024-07-16
dcae797d-1502-4ea8-821e-3afac12b6fb4,a835d0fb-c0fd-4a64-89f9-425deafa4877,50.22,overdraft fee,2024-07-16
53e352f2-2ee7-45af-9325-507d0bf7c38d,d093506a-9b89-4d13-8a45-b6386a3388bc,96.77,ATM fee,2024-07-16
16cf833a-ee41-46be-964d-df8a495d888c,170754d9-a901-4bf9-b72b-79445efa0b87,69.58,maintenance fee,2024-07-16
82e3cc8e-bf61-4ec9-809b-db9e0d8998a4,ea09a791-e2c6-4358-9eb5-3b1f760190fc,68.16,overdraft fee,2024-07-16
b44f8e05-568e-42f6-a3a8-fbeba5c527d5,3ab8cd28-3bab-42a7-af65-2d05788b2f93,45.3,ATM fee,2024-07-16
ec6aa676-bd03-4e8a-9642-4c3a6bdec32f,958eb87f-3932-43d9-8393-5b8031720cea,59.15,maintenance fee,2024-07-16
b52332b0-4682-4ee2-b493-2431ce9905ca,371bd4e4-f84a-4274-beb1-9a4a67d5ea4e,59.22,maintenance fee,2024-07-16
06ab959e-b86a-4092-893e-f32d7e463368,c418e723-bfbb-4804-9661-aa6d129e4ce5,95.91,overdraft fee,2024-07-16
9c4a45a3-fe31-4645-a531-330cb302f467,1e2e86c8-8790-4a2f-82c1-85aa69adac24,33.68,ATM fee,2024-07-16
383f3fa3-1b96-4d58-a60c-9f386037e52b,4df7e00f-b896-401a-accc-35e033ec60ad,25.56,ATM fee,2024-07-16
b8ed12a3-8ea7-4883-b6c1-a88a5ee6190d,0105d44c-ef28-4227-8d39-db8c3b57d659,93.04,ATM fee,2024-07-16
080a4c6b-4900-4c1e-b048-dc45f4f2b034,40e559f1-10c1-4a25-a04a-65756071c821,7.85,maintenance fee,2024-07-16
360a17d2-6d4b-436f-96fb-73513448c602,220f8f9b-4269-4c36-ba22-e3eea11b57f6,80.14,overdraft fee,2024-07-16
7e4c94c2-a02a-409a-82f4-95ee923c8cb1,95e5b53f-a51f-4047-90b1-88070995e433,79.8,maintenance fee,2024-07-16
0013e4ae-b144-4f0f-b75b-3b645af9be00,9d5fd868-2136-4260-a654-b75e640dd264,73.26,overdraft fee,2024-07-16
372ac66d-e3a6-4597-bac8-89589cedea6d,95ea1b46-d7ef-4832-8991-03f6ea462681,93.11,ATM fee,2024-07-16
ea30fd39-9b3b-45bb-a41e-cc8c22a4c0b4,2a0b5aef-ec52-41cf-9808-17500b97e800,43.68,ATM fee,2024-07-16
dc4b9934-ed54-4e8d-aace-780a45109112,b264d8da-98a4-404d-bf7d-d984cf541bd4,11.05,overdraft fee,2024-07-16
26abdbb0-d8f7-4f08-a861-55dd23dbdcc2,a45f2a78-9fa2-479b-82ac-a247074ce01d,87.5,maintenance fee,2024-07-16
63e74e08-c36f-42fd-a68c-d6a1146f995e,b8052d94-fde7-4b68-a6cd-8f4bddf7d255,29.73,maintenance fee,2024-07-16
bb78444b-22ef-498e-aa47-3cc8ec3f5369,7077afde-09be-4851-9f83-63ee8878f95e,26.06,ATM fee,2024-07-16
d8ef2ebd-ac99-4827-a915-b7c3e4c47e46,1b96b3e2-75d7-4611-97b5-7b5dc5b19542,37.1,ATM fee,2024-07-16
d7bf8922-b46e-40a7-96cd-17f95e4fc4e2,8a743489-33fc-4485-a93a-1fb6c79d38fa,23.73,ATM fee,2024-07-16
87b70302-d808-4438-a124-bdb7148ae19c,2c085c0d-9620-4ada-800b-22c5983f80d3,52.83,maintenance fee,2024-07-16
effc2f14-9b3a-4c34-980d-9fd0e0532d3d,4f6e76f2-ae3d-4755-9970-ff3059ad8932,94.3,ATM fee,2024-07-16
34f163a7-5128-436b-b52a-7a3787fce803,c52f3ef6-7303-4472-b298-fcd5bcaa5d32,57.88,ATM fee,2024-07-16
0be71970-4d30-4653-9070-ca9c92f117d3,ef9f3ec0-e06d-4e14-a05a-c82badc0eaa1,74.14,overdraft fee,2024-07-16
7742e2a3-18af-4f6f-8176-6490b0feb4ca,ce5ced54-5f55-460f-b675-fffad02507dc,24.23,ATM fee,2024-07-16
11ec9df9-76b9-4f87-8cf7-90310cd37390,e0a11af9-9230-4adb-8139-f5ed7d5b1c9e,9.05,ATM fee,2024-07-16
a9af2e65-048c-45e5-a7b5-ec727a88c3b3,b69d6284-96f5-43ef-9f2d-4794a130d3d4,94.65,overdraft fee,2024-07-16
