application_id,customer_id,property_value,loan_amount,interest_rate,application_date,status
fe9ad67f-5ef8-4fae-8182-c4d713bfbe87,9ec72346-7220-4f48-8139-bce0f33020cc,638466.87,358143.97,1.61,2024-07-16,approved
3732900a-8808-4c01-8efb-c9bb59c2b520,834e5bef-d3b1-4755-bc83-ec7eb09655cc,310972.64,249052.0,1.61,2024-07-16,approved
85905b11-8b46-4a41-8cc7-a282c239b180,02775286-eca4-45c3-8e2c-be3a8f743df3,611291.89,362365.15,9.72,2024-07-16,pending
cef6be69-2ea3-49bd-b0a5-4b1166e78628,3f562106-9090-40a4-bbb8-3982d03c8621,327793.2,303264.89,1.62,2024-07-16,approved
3bc466f6-393f-491d-88b9-ecb10348cbb1,e37d2c69-a15a-4101-a0c7-0c699e00ba3e,491949.47,934131.35,7.7,2024-07-16,rejected
7ee768c7-8818-436d-aacc-9cd4c641d672,639f4411-1b43-48fb-8877-a8e4aff57fa7,979350.56,988497.98,4.89,2024-07-16,pending
cbfd651a-b1d6-4693-a445-d3d8c3dd8739,f23b6166-d7a1-4340-8495-ef60a399cf77,931128.37,68318.31,4.8,2024-07-16,approved
a96f0ff1-36bf-4895-9f25-16498aae2721,fbf2c26c-4c6a-49b2-b46f-282f9886b501,233534.4,990638.39,9.39,2024-07-16,pending
fd7305b2-2c05-4eee-854d-8530095fb03d,a4af77cf-c140-478a-b231-6b3c3cde874a,552993.78,634657.27,2.14,2024-07-16,approved
06e08494-1bd0-4f70-89e2-5f6921803c65,c7fb9f48-e455-40dd-9432-8ac26b949c93,363779.81,829607.66,6.47,2024-07-16,rejected
ee1e01b4-e9b6-47b7-84ee-e10f34b41c93,683948fd-9b9b-4280-bd87-b42d81e2de59,755879.45,961357.98,4.67,2024-07-16,approved
c614275a-4bc2-4c7b-ba55-5d28f66b8fc6,819bb5ce-0403-4f26-a354-d7f18294b14d,750206.21,82163.19,7.21,2024-07-16,pending
0c9d2f75-068f-42df-9ea6-2a7a309da0c7,6ba9efb2-d5e5-46d7-bbfa-acf0947b6736,901265.01,968629.02,4.2,2024-07-16,pending
5ef38f2e-ddd7-47fd-9dbd-68bfa4ceb52c,1228f2a8-17b8-4aae-87c6-304b71033d65,800927.74,142568.23,7.64,2024-07-16,pending
75cc390c-9a74-4451-b502-01d0146d5cca,98fa6d92-c59a-4bcc-8490-6ac04def6f8a,451312.2,261111.89,1.14,2024-07-16,pending
925c2033-2dc0-4151-877f-11b5f4064940,9d9899c8-f5b3-45cf-9e14-eb8adbd43c92,339919.89,150357.03,7.24,2024-07-16,pending
6477fe83-401c-4e52-a58e-ed7c1edd7064,5cf704f3-f23a-4ae8-93b7-cc30689e5450,958204.27,804049.14,2.99,2024-07-16,pending
dbbe7b59-3603-491d-b595-bb305cdd4945,653662c3-b920-426f-bc64-95499c2cfdf9,593645.78,703725.76,8.4,2024-07-16,pending
918697db-5265-40dd-b6b6-af5cb2d3f57e,125804ea-cf36-4bc0-b866-5f8da4fe0edd,804494.37,876968.59,9.42,2024-07-16,rejected
6fc4cd63-d287-4e6e-89dc-10e985977722,09a8c654-cd95-48fe-9cd0-222cde8c895a,587898.4,390357.75,5.99,2024-07-16,pending
eaaf33ac-617d-43da-bc9b-55633f366187,655436ba-29ca-43ee-b541-a3340dc9e984,239314.66,739888.88,5.58,2024-07-16,approved
691784b6-5985-4357-8494-4697f8cb7daa,a59df18f-e386-450a-bc0c-6612fb4f6834,538112.89,272811.11,4.61,2024-07-16,rejected
0452f6c2-4785-41e5-8535-b2777ceff6b2,7b562b34-5620-4fa2-a3b9-9db3894962d7,793755.63,449739.05,5.53,2024-07-16,pending
fcb4ced0-1626-4022-9842-7097f15bb7fb,d109e264-0e69-4836-9bc4-30bb008d4f90,807163.3,671407.56,5.62,2024-07-16,rejected
0e7e503e-5c22-4308-8213-35730e0cac5e,ef75a4b2-d6c0-424e-a89a-6bc32ee7426d,941460.41,243858.13,4.52,2024-07-16,pending
b392015b-a067-42a9-b482-ed3a9127d7e1,f716dd7c-c5e9-435e-8067-deb843facad1,188634.64,716244.83,1.74,2024-07-16,approved
6a58d69c-2c7f-4e25-83bf-33b20ce6e952,d0706e9f-7394-49ae-b0b0-cf8ded081192,240793.82,374445.22,1.87,2024-07-16,approved
3fc79611-37a3-4098-8477-e9beae544377,1da43c0f-7ca3-4c94-99f0-5903c213d05f,346448.43,882240.82,4.39,2024-07-16,rejected
5103882a-1f1a-4179-8792-0e01bbc5de71,17b7a1d1-f32c-4489-b657-a4d5e9862af0,709375.46,953051.05,4.56,2024-07-16,pending
013b24b1-c8b1-4680-8f8c-5ed15865ecca,eb950022-9ba1-4275-bcc7-c740cd3254cb,51158.46,621102.56,1.79,2024-07-16,rejected
d8eb67ce-f605-4d35-be3a-a7fd93be7042,a621d39a-88d8-427c-9c44-8773ef00df81,355787.69,948723.69,4.51,2024-07-16,approved
0a310b95-1f1d-4b8b-b8ee-e7333c167061,68e538ed-f10f-461b-9e3e-3fb9cbc549c9,934319.01,146532.24,4.96,2024-07-16,pending
6a2dc8fe-590c-4e0a-a94f-21dd9fd298e2,02775286-eca4-45c3-8e2c-be3a8f743df3,229049.02,500712.61,3.53,2024-07-16,pending
0aa080f1-c320-4120-a516-b9cfc012b872,048fd362-65a2-4b23-ac7b-05d8af003049,95039.7,421876.62,9.03,2024-07-16,pending
029b95c4-0cbb-47d0-bc7f-0772bde04e3e,ba1c7bc4-ea7b-4661-8b47-065093a1dd74,388642.34,169525.88,1.89,2024-07-16,pending
e45145fc-0e9e-40ee-8301-fc94c0a03ec8,bacfd533-b16a-4759-af51-d87ae33c7698,250754.34,891021.81,5.48,2024-07-16,approved
36db263b-6759-40a7-a676-e1015379ff24,a37a50da-b487-4ecd-a0dc-36bdbf43821d,628151.34,189593.75,8.43,2024-07-16,pending
0927321d-8bf8-4d53-81ce-f2f1f5d55a1b,5665e21c-7863-437a-a176-9a9882ac5346,377780.17,265998.68,7.92,2024-07-16,approved
7eab07ff-de24-43f2-a8f5-54e29cef7b76,37905015-7bed-4ff6-991a-3948d18821d2,517212.9,643210.11,7.78,2024-07-16,approved
5d024906-7013-41e9-a696-3b4024fdc9ba,f45195f4-2e5f-4b40-8a84-56fbf1006c06,178008.18,895027.11,2.71,2024-07-16,rejected
c4461b6b-e37b-44d9-b8c1-58103e626822,3603a3c0-8038-4d2e-bf84-4a41f1ed528a,601823.54,992640.76,5.34,2024-07-16,approved
d3f0959f-6cd3-4932-a56e-676c44d97e7b,594ef76e-69da-42a1-b3ec-c8ab16d628ff,161114.08,265489.09,5.77,2024-07-16,rejected
306f0b92-fd64-4bb0-bd27-beba2801450d,b5dd5fb1-4f1a-4566-843f-7b26c2d3d960,675261.32,97606.72,3.64,2024-07-16,pending
03c165ab-4433-4742-bff2-50c444d7144c,d109e264-0e69-4836-9bc4-30bb008d4f90,852840.63,590747.24,2.25,2024-07-16,approved
67ed3061-6b58-459c-80af-77a261e4fda6,3d9892c3-e483-4c80-952e-fe9faf1180e1,84412.88,762139.54,4.84,2024-07-16,pending
c7df7bef-cfe1-49be-aa8e-548c6bb3c561,6129be81-0593-4272-b8b2-199f27369995,495720.26,173601.47,4.32,2024-07-16,rejected
db9d8115-2f09-4530-a901-6889581eb04c,5e4493ff-fa70-4f63-85d8-4e3e6280880e,187278.41,200463.57,5.47,2024-07-16,pending
e5c98786-1f68-4428-8e64-0315b813b343,154a4171-e364-4ef8-a18b-ca9ab5da627c,936684.42,982721.73,9.98,2024-07-16,rejected
54438384-af16-43f2-ba3b-e5d3b7f180aa,93450048-d68f-423f-a153-9fe6bdd8f224,389102.41,72239.08,7.82,2024-07-16,pending
6f117856-c272-495d-91f2-0bcc0f83f5be,c9bece04-3614-499f-ac45-024743d76b4f,506906.65,504599.76,5.51,2024-07-16,rejected
70e57178-6b03-4b60-94ae-283c91bcdde1,882fe6c8-ac5e-43e6-82c3-4c7b9a8d6969,601902.58,82691.5,2.76,2024-07-16,rejected
50301d4b-b0d4-4321-a079-2c86f13edc35,4304748e-0b46-4c86-934e-9603d501a88f,285003.48,695451.81,8.53,2024-07-16,approved
22411758-bfcc-4ca5-b0c4-aa0c0b936c66,0adbf29c-56fa-47ea-87e5-af71b9cc4339,508422.1,851081.85,9.24,2024-07-16,pending
b7677104-be9a-419f-8a8a-612ded849aa5,362b6a34-c064-4d92-acb2-aaff4bf07602,291414.18,223826.94,1.91,2024-07-16,pending
cc404b57-5289-4714-9ca0-6b3f9f9f394d,4962c1aa-9339-423a-928e-1d5eaed88654,293354.66,252206.43,8.01,2024-07-16,approved
15b407d8-0532-4aab-acf4-8a5a85789979,c985c1d9-946a-4e26-80f6-a32512f7cb17,535517.28,564392.31,7.52,2024-07-16,approved
0bd2d4cf-6af2-432b-9b9f-493154f86700,9512b058-0848-4825-b7b0-8e4a1b5debc2,496211.01,720978.49,9.54,2024-07-16,pending
c880fc5e-6fe8-4b16-b537-4aa5a0bc826e,4994ca7b-f486-460e-98a3-e2c24f2b5fd8,883154.41,447227.59,7.54,2024-07-16,rejected
9da85fc2-d533-4ff3-87e7-b8dba39ea7ba,023fae05-8cd4-49df-b38c-35d47c27177e,217007.38,823017.04,2.83,2024-07-16,approved
914352a6-ce3c-4caa-9753-979346a27f15,8cbceeec-d2ca-462e-b263-bb2e832736aa,638316.77,746532.27,9.74,2024-07-16,rejected
67094e8e-242f-4919-b345-1da27ceb20ed,e05609b3-06d3-4768-9b16-02857b897ffd,540739.74,280441.91,9.51,2024-07-16,approved
1edd0fd7-f646-426d-8173-54254960f9a0,48df1603-39db-4a59-b878-a912e9ca3557,79356.35,87922.7,6.94,2024-07-16,rejected
911a33bc-be37-4c5e-81fb-5a37deaf46e0,343ceb13-9eaf-4c3f-8fcc-1a77443806b4,658926.93,535363.32,3.28,2024-07-16,pending
955ca024-0ae8-4876-a96b-865d9fddc3f1,7e189280-871c-41df-a674-f2fca2b6ea93,399314.82,301212.7,3.47,2024-07-16,rejected
f2719599-6bac-471a-925c-e4cfb409de0b,8f40ef46-ff91-4c8a-817d-36089e00630c,377394.9,853629.89,6.52,2024-07-16,pending
f3f5b798-4f04-4523-be2b-c62e41201625,697093ec-0561-49fc-bf43-55a3c5978093,948782.37,177725.36,6.02,2024-07-16,approved
c9116269-b85c-4867-8db4-478efc1b8898,094e0c92-d70b-4b5e-b583-cce433ddd816,665748.04,986614.47,8.41,2024-07-16,rejected
0ae74b87-dc31-43c6-bd59-3db6ab9b818a,980d8c9d-35d9-4be6-a30a-2fdf054191be,59455.78,520303.96,2.48,2024-07-16,pending
29c7ebd2-8640-4498-8cec-3193b3347e85,c271f4a8-2faa-45af-b323-c9d7cbe34059,234958.77,319539.17,5.05,2024-07-16,rejected
7c966ced-e0bf-41c8-a2bb-630dff68c688,2950f78a-0585-4721-a807-dfe4326d70b8,444106.13,660505.53,3.13,2024-07-16,pending
19c25a37-79cd-4f03-94cd-dd8730f81dbc,8e0e1d25-5394-44ff-b30f-79468a5ec391,527177.69,235301.89,2.23,2024-07-16,approved
afcaf76d-0a86-4350-9b49-a2a95c9774b6,4f173dfc-22e8-494f-a6b0-e0d35bb72b23,970981.15,175098.55,9.85,2024-07-16,pending
9143d877-9bb9-4727-beb9-e1a6d598a904,2fc3909e-a163-4804-97f3-6ce131e25d93,118004.95,202196.62,3.48,2024-07-16,pending
b1fd9fc6-cd85-4345-a5ee-a6235dae9fab,0714daee-6455-4c73-9fe1-d0779d59fd32,889504.56,633234.47,7.94,2024-07-16,rejected
290d39a0-6e76-40b8-b3d5-a1f3be183895,8f0eba97-7273-4052-a065-8a96f7177094,273538.55,492546.04,9.93,2024-07-16,rejected
70ef837b-3918-4ffd-8a29-2009609b8684,2fc3909e-a163-4804-97f3-6ce131e25d93,739398.68,301599.13,4.36,2024-07-16,approved
f378242a-8b95-4699-bb7d-2098e886236a,c42e50d6-7ff6-4597-bca6-09b84f9887a9,716938.67,944917.62,5.95,2024-07-16,rejected
b2025651-3196-44b2-b1bf-3d07fe13c773,815dd942-833d-4611-86e2-2b682152a9a6,164127.62,825664.42,9.44,2024-07-16,rejected
8a3537e2-6fe6-4bbd-8d2c-7a5df604e73b,c9bece04-3614-499f-ac45-024743d76b4f,192323.54,504852.66,4.4,2024-07-16,pending
75b38242-a825-4305-a86b-bb15a1a25991,be02aeca-3d7c-421e-97c8-df4baa887929,199642.1,99414.68,7.52,2024-07-16,rejected
60a5641c-3205-4d34-99f1-ca13ac42c3d1,2e8d364d-3dbc-483b-8b6a-16fa43d77bc6,109943.38,641244.48,2.35,2024-07-16,rejected
4902347b-63f0-4fde-b8d9-b22d4e6d80f3,ce1ce25e-f7be-4061-a5f9-44d5d3aeb1e6,701112.44,615295.47,7.42,2024-07-16,pending
07ce3d92-7869-458e-8e9f-27bfe4f371a8,8d08f703-1fc2-4aac-9fe6-787a517da5d9,399763.45,407743.24,3.07,2024-07-16,approved
6b5ad2f6-a670-41b7-8ee2-a253ca8a7c2c,5345cff5-84e5-438e-b295-ff09c86c588e,452380.34,206395.05,7.41,2024-07-16,approved
f96d8166-c63c-4e96-9036-ed4ba74ffa80,a59df18f-e386-450a-bc0c-6612fb4f6834,907124.14,576634.84,1.58,2024-07-16,approved
3dbe6d75-1182-4fb9-ac81-4a7011a6874b,76828214-8ddc-4536-bea3-59c7a317c36f,69874.19,439388.37,9.56,2024-07-16,pending
c7f48295-7f62-46ba-8811-c965a8e377a4,e6a0ac19-f16f-4a81-8bd8-fe6bdf8272ee,151767.59,922361.25,7.49,2024-07-16,rejected
f7934748-c7f5-4ee6-8195-c2b0c5ef0c07,c0610fd2-8577-4a05-a4e9-57906c57d429,970932.81,374357.78,1.67,2024-07-16,approved
d0ba5fd9-23de-49f9-b212-bf4c2fec6c26,ef78f450-3fa9-4cbc-826b-6d9e49f1482e,986553.8,257166.02,9.97,2024-07-16,pending
c5d0af04-19a4-4835-827a-aa66cfddf2c5,4c9075fa-28b5-4221-b0ee-32615c8d9885,401782.24,117169.74,9.96,2024-07-16,approved
9830ce01-7309-47da-ba83-edb97f21883c,683948fd-9b9b-4280-bd87-b42d81e2de59,377973.3,642893.19,6.89,2024-07-16,rejected
43bd175d-1807-4e53-a716-ee8042a59471,d391fe8f-afec-4f9c-8006-99aa6c5b4345,315187.11,632012.97,5.05,2024-07-16,pending
3c87a60c-4ec2-4788-8a51-3569d8953bba,184615ce-b742-4f96-8b0b-b24dd8fce504,866900.62,100570.82,1.22,2024-07-16,pending
6ddfe9f0-847c-4cc0-b7dd-414aace5ca1a,6129be81-0593-4272-b8b2-199f27369995,712595.17,220161.45,4.56,2024-07-16,rejected
4c22dfde-293d-43df-8e30-0025ca3ff49d,aab7fda4-a7da-4e1d-9820-8bf5d472b0bc,128329.33,622138.61,7.94,2024-07-16,rejected
a2341dc9-0924-466c-bbaf-312c0982c3ff,9c66ffa2-2b74-48f4-b90e-f4b6ec060703,876005.66,311475.86,5.71,2024-07-16,pending
e7e211df-f21b-41f3-b236-4a3628715b65,6dec322d-4f3f-424c-8f4b-ace6c8944406,480776.37,169624.6,8.17,2024-07-16,rejected
73f3c550-6a71-4434-83f7-256b33171b59,8b5dc36d-1299-4581-9d9e-2333f7a8f64a,708791.33,398039.65,7.63,2024-07-16,approved
d6f6129d-7e3e-4ddb-bd56-02a1b5f7530b,0fa89f3d-4786-4711-a2ed-35b7d4055bce,687470.12,939765.96,1.49,2024-07-16,approved
f6d5cb5e-1ee5-4993-8223-ad9796f2f4a4,17b7a1d1-f32c-4489-b657-a4d5e9862af0,922504.97,88500.16,4.71,2024-07-16,rejected
ee6cc64d-39a3-4ffd-8d50-e4997a0cf28e,6d4c5b86-9625-4ff7-9eee-42eac6d0a9c7,260782.83,120458.34,9.61,2024-07-16,approved
f3aafd6b-422c-4b84-81d2-a50290037ecb,df31bb1b-1077-47a8-8a65-644eaac53259,239492.18,791011.9,9.63,2024-07-16,pending
ad529d9a-3acb-4543-9e48-a5a0cfab7c81,3bb6a28e-3b51-40ad-a8a3-7f0549e73a1a,972512.28,989268.16,3.5,2024-07-16,pending
1b1a674e-13f4-4374-a33a-5590211ee9da,b8caa0d6-8265-4e2f-ba61-8a4a4ba39449,244850.15,822184.43,6.39,2024-07-16,rejected
7aba4f83-2855-4fdd-923e-12f7efa80892,eaa09c74-0738-4329-a1a8-64bce4f96cc3,978020.17,500704.17,2.51,2024-07-16,pending
77b321ff-2ea5-4df4-8577-ca56ad1820ad,671d14fe-1836-4458-a2e3-2deefa15eb7b,429780.55,624705.35,1.3,2024-07-16,approved
2bfc7d1c-f808-4fdb-bde2-3771b3dc7f0f,e2e3da52-fa08-45e0-85d6-dd7e92449df5,794007.51,209716.2,4.6,2024-07-16,approved
38a8fb45-8be5-4792-97fc-5d1ba4f5b502,e93c1d43-3623-4890-a4a2-3b610a6fb90c,565508.46,613599.3,2.8,2024-07-16,approved
38962205-f2fc-4072-82b6-1ef4e251d7e6,ca600278-a846-4007-adb9-2ffb9dba7834,705204.69,659410.94,7.36,2024-07-16,rejected
ed491db2-4cfb-4cd7-9d6d-fb965956f0dd,af028e6e-d0a2-47ef-a683-edfebef2e363,996830.28,701073.35,9.53,2024-07-16,rejected
37adaa8b-f51b-469a-ab0e-52b09d810c4c,e66d86e3-119a-4e0f-b574-0b67509d02e1,200576.91,940848.05,2.03,2024-07-16,rejected
133bd002-c9b2-4b80-a826-f43085db9ba7,4304748e-0b46-4c86-934e-9603d501a88f,379785.03,257003.35,9.36,2024-07-16,approved
d35e21c8-add8-492b-9405-6d130e036c77,1b5f42da-fe0c-404b-93d9-3f2868cb8fcb,796062.91,916732.4,1.77,2024-07-16,pending
58373a10-3e21-4e17-b544-b4613fc99af0,683948fd-9b9b-4280-bd87-b42d81e2de59,920833.35,709910.48,4.96,2024-07-16,pending
4644952e-88a9-4b07-8498-27372228b69e,eae6a0f9-74ba-45df-be94-a157650895d2,54934.6,380762.41,2.22,2024-07-16,approved
b7045d23-496d-4625-8ead-f4f986373932,b628f672-e7f0-4162-912b-baf35b17042f,734075.08,349215.22,7.0,2024-07-16,pending
8d8775b0-b6aa-4f25-840c-65f94e06edf7,87a805ca-e656-4a56-b3e9-4332d1a769ac,238498.16,396319.24,3.43,2024-07-16,pending
6cfb90e9-e58b-4bcc-8c56-d25d8a9b4041,4082254f-cb49-43e3-91b0-8f90fb08cd67,594616.48,558664.13,9.13,2024-07-16,approved
faa82e61-0816-41cf-a71e-381418cee814,0da86ada-7fc0-41c8-9465-a9945a6ac393,726876.5,830154.71,7.15,2024-07-16,pending
1f64419d-c51d-4c2e-86ad-5690d339cd29,f43547e8-8604-4203-b005-09f52604ce63,867020.01,408740.75,7.05,2024-07-16,rejected
58d05afc-cf38-49e0-9a58-4768722aaa14,308b6a6e-fcea-421b-8c69-a12faed84f53,164506.32,642344.23,6.68,2024-07-16,rejected
0369eca4-246a-4a61-bcc4-8814e782a328,9675a0d7-e132-4815-ac80-3ea6fb1b7a1a,429745.44,333950.71,8.2,2024-07-16,rejected
87606ab6-b1e5-4350-9488-bc5074e9a144,f29dd7f8-c2d5-46dc-a601-1ebb08431ca9,783142.75,214159.82,2.05,2024-07-16,rejected
b7512e5e-5f10-4a17-8da5-515eae12461b,081305d1-2f61-4fa2-af7a-8f81d2d71cae,384358.29,621987.52,5.24,2024-07-16,approved
