[2024-07-16T05:50:09.439+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T05:50:09.486+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:50:09.499+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:50:09.499+0530] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-07-16T05:50:09.515+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): Prepare_data> on 2024-07-16 00:20:08.570795+00:00
[2024-07-16T05:50:09.520+0530] {standard_task_runner.py:63} INFO - Started process 52089 to run task
[2024-07-16T05:50:09.523+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'dag_prepare_data_historic', 'Prepare_data', 'manual__2024-07-16T00:20:08.570795+00:00', '--job-id', '1423', '--raw', '--subdir', 'DAGS_FOLDER/dag_prepare_data_historic.py', '--cfg-path', '/tmp/tmp2imn_ql2']
[2024-07-16T05:50:09.526+0530] {standard_task_runner.py:91} INFO - Job 1423: Subtask Prepare_data
[2024-07-16T05:50:09.580+0530] {task_command.py:426} INFO - Running <TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [running]> on host kali
[2024-07-16T05:50:09.664+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='dag_prepare_data_historic' AIRFLOW_CTX_TASK_ID='Prepare_data' AIRFLOW_CTX_EXECUTION_DATE='2024-07-16T00:20:08.570795+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-16T00:20:08.570795+00:00'
[2024-07-16T05:50:09.665+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T05:50:11.518+0530] {logging_mixin.py:188} INFO - 2023-03-21 00:00:00
[2024-07-16T05:50:11.519+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.519+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.520+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.521+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.522+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.523+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.524+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.525+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.527+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.529+0530] {logging_mixin.py:188} INFO - 2023-03-22 00:00:00
[2024-07-16T05:50:11.530+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.532+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.533+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.534+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.535+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.536+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.537+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.538+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.539+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.540+0530] {logging_mixin.py:188} INFO - 2023-03-23 00:00:00
[2024-07-16T05:50:11.542+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.545+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.546+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.548+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.549+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.550+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.551+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.552+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.553+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.554+0530] {logging_mixin.py:188} INFO - 2023-03-24 00:00:00
[2024-07-16T05:50:11.554+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.555+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.556+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.557+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.558+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.559+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.562+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.564+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.565+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.566+0530] {logging_mixin.py:188} INFO - 2023-03-25 00:00:00
[2024-07-16T05:50:11.567+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.568+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.569+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.570+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.571+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.571+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.572+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.573+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.574+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.575+0530] {logging_mixin.py:188} INFO - 2023-03-26 00:00:00
[2024-07-16T05:50:11.578+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.579+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.580+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.581+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.582+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.583+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.584+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.585+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.586+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.586+0530] {logging_mixin.py:188} INFO - 2023-03-27 00:00:00
[2024-07-16T05:50:11.587+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.588+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.589+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.590+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.591+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.591+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.593+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.595+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.597+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.597+0530] {logging_mixin.py:188} INFO - 2023-03-28 00:00:00
[2024-07-16T05:50:11.599+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.599+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.601+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.602+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.603+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.604+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.604+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.605+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.606+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.607+0530] {logging_mixin.py:188} INFO - 2023-03-29 00:00:00
[2024-07-16T05:50:11.607+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.608+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.611+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.612+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.614+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.615+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.616+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.617+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.618+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.619+0530] {logging_mixin.py:188} INFO - 2023-03-30 00:00:00
[2024-07-16T05:50:11.619+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.620+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.621+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.622+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.623+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.624+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.625+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.626+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.629+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.631+0530] {logging_mixin.py:188} INFO - 2023-03-31 00:00:00
[2024-07-16T05:50:11.632+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.633+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.634+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.634+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.635+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.636+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.637+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.638+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.639+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.639+0530] {logging_mixin.py:188} INFO - 2023-04-01 00:00:00
[2024-07-16T05:50:11.640+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.641+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.642+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.644+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.646+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.647+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.648+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.649+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.650+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.651+0530] {logging_mixin.py:188} INFO - 2023-04-02 00:00:00
[2024-07-16T05:50:11.652+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.653+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.654+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.654+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.655+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.656+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.657+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.658+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.659+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.661+0530] {logging_mixin.py:188} INFO - 2023-04-03 00:00:00
[2024-07-16T05:50:11.663+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.664+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.665+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.666+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.667+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.668+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.669+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.670+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.671+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.672+0530] {logging_mixin.py:188} INFO - 2023-04-04 00:00:00
[2024-07-16T05:50:11.673+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.673+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.674+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.676+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.679+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.680+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.681+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.682+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.683+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.684+0530] {logging_mixin.py:188} INFO - 2023-04-05 00:00:00
[2024-07-16T05:50:11.685+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.686+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.686+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.687+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.688+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.689+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.690+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.690+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.692+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.695+0530] {logging_mixin.py:188} INFO - 2023-04-06 00:00:00
[2024-07-16T05:50:11.696+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.697+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.698+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.699+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.700+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.701+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.702+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.703+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.703+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.704+0530] {logging_mixin.py:188} INFO - 2023-04-07 00:00:00
[2024-07-16T05:50:11.705+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.706+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.706+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.707+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.708+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.711+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.713+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.714+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.715+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.715+0530] {logging_mixin.py:188} INFO - 2023-04-08 00:00:00
[2024-07-16T05:50:11.717+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.718+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.718+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.719+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.720+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.721+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.721+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.722+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.723+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.724+0530] {logging_mixin.py:188} INFO - 2023-04-09 00:00:00
[2024-07-16T05:50:11.725+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.726+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.729+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.730+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.731+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.732+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.733+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.734+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.734+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.735+0530] {logging_mixin.py:188} INFO - 2023-04-10 00:00:00
[2024-07-16T05:50:11.736+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.737+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.738+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.738+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.740+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.741+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.743+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.745+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.746+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.749+0530] {logging_mixin.py:188} INFO - 2023-04-11 00:00:00
[2024-07-16T05:50:11.750+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.751+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.752+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.753+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.754+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.755+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.755+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.756+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.757+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.758+0530] {logging_mixin.py:188} INFO - 2023-04-12 00:00:00
[2024-07-16T05:50:11.761+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.763+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.765+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.767+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.768+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.769+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.770+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.770+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.771+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.772+0530] {logging_mixin.py:188} INFO - 2023-04-13 00:00:00
[2024-07-16T05:50:11.773+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.773+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.774+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.776+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.778+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.779+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.781+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.782+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.782+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.783+0530] {logging_mixin.py:188} INFO - 2023-04-14 00:00:00
[2024-07-16T05:50:11.784+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.785+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.785+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.786+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.787+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.788+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.789+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.790+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.791+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.792+0530] {logging_mixin.py:188} INFO - 2023-04-15 00:00:00
[2024-07-16T05:50:11.795+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.797+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.799+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.801+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.801+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.802+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.803+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.804+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.804+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.805+0530] {logging_mixin.py:188} INFO - 2023-04-16 00:00:00
[2024-07-16T05:50:11.806+0530] {logging_mixin.py:188} INFO - 2023-04-17 00:00:00
[2024-07-16T05:50:11.807+0530] {logging_mixin.py:188} INFO - 2023-04-17 00:00:00
[2024-07-16T05:50:11.807+0530] {logging_mixin.py:188} INFO - 2023-04-17 00:00:00
