[2024-07-16T05:57:09.586+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T05:57:09.620+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:57:09.631+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:57:09.631+0530] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2024-07-16T05:57:09.648+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): Prepare_data> on 2024-07-16 00:20:08.570795+00:00
[2024-07-16T05:57:09.653+0530] {standard_task_runner.py:63} INFO - Started process 62551 to run task
[2024-07-16T05:57:09.656+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'dag_prepare_data_historic', 'Prepare_data', 'manual__2024-07-16T00:20:08.570795+00:00', '--job-id', '1424', '--raw', '--subdir', 'DAGS_FOLDER/dag_prepare_data_historic.py', '--cfg-path', '/tmp/tmp568s6shq']
[2024-07-16T05:57:09.658+0530] {standard_task_runner.py:91} INFO - Job 1424: Subtask Prepare_data
[2024-07-16T05:57:09.707+0530] {task_command.py:426} INFO - Running <TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [running]> on host kali
[2024-07-16T05:57:09.784+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='dag_prepare_data_historic' AIRFLOW_CTX_TASK_ID='Prepare_data' AIRFLOW_CTX_EXECUTION_DATE='2024-07-16T00:20:08.570795+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-16T00:20:08.570795+00:00'
[2024-07-16T05:57:09.784+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T05:57:11.513+0530] {logging_mixin.py:188} INFO - 2023-04-27 00:00:00
[2024-07-16T05:57:11.514+0530] {logging_mixin.py:188} INFO - 2023-04-27 00:00:00
[2024-07-16T05:57:11.515+0530] {logging_mixin.py:188} INFO - 2023-04-27 00:00:00
[2024-07-16T05:57:11.515+0530] {logging_mixin.py:188} INFO - 2023-04-27 00:00:00
[2024-07-16T05:57:11.516+0530] {logging_mixin.py:188} INFO - 2023-04-27 00:00:00
[2024-07-16T05:57:11.517+0530] {logging_mixin.py:188} INFO - 2023-04-27 00:00:00
[2024-07-16T05:57:11.518+0530] {logging_mixin.py:188} INFO - 2023-04-27 00:00:00
[2024-07-16T05:57:11.518+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.519+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.520+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.520+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.521+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.522+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.522+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.523+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.524+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.525+0530] {logging_mixin.py:188} INFO - 2023-04-28 00:00:00
[2024-07-16T05:57:11.526+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.528+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.529+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.530+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.531+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.532+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.533+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.534+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.535+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.536+0530] {logging_mixin.py:188} INFO - 2023-04-29 00:00:00
[2024-07-16T05:57:11.538+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.539+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.541+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.542+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.544+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.545+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.546+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.547+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.548+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.549+0530] {logging_mixin.py:188} INFO - 2023-04-30 00:00:00
[2024-07-16T05:57:11.550+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.550+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.551+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.552+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.553+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.553+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.554+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.555+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.556+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.556+0530] {logging_mixin.py:188} INFO - 2023-05-01 00:00:00
[2024-07-16T05:57:11.557+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.559+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.562+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.564+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.566+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.567+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.569+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.571+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.572+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.574+0530] {logging_mixin.py:188} INFO - 2023-05-02 00:00:00
[2024-07-16T05:57:11.578+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.580+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.583+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.585+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.586+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.587+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.587+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.588+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.589+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.590+0530] {logging_mixin.py:188} INFO - 2023-05-03 00:00:00
[2024-07-16T05:57:11.591+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.592+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.595+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.597+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.599+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.600+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.602+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.603+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.604+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.605+0530] {logging_mixin.py:188} INFO - 2023-05-04 00:00:00
[2024-07-16T05:57:11.606+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.607+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.609+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.611+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.613+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.614+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.615+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.616+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.617+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.618+0530] {logging_mixin.py:188} INFO - 2023-05-05 00:00:00
[2024-07-16T05:57:11.619+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.620+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.621+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.622+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.623+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.624+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.625+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.626+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.629+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.630+0530] {logging_mixin.py:188} INFO - 2023-05-06 00:00:00
[2024-07-16T05:57:11.631+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.632+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.633+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.634+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.635+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.636+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.637+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.638+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.639+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.640+0530] {logging_mixin.py:188} INFO - 2023-05-07 00:00:00
[2024-07-16T05:57:11.641+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.642+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.643+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.645+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.647+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.648+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.649+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.650+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.651+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.652+0530] {logging_mixin.py:188} INFO - 2023-05-08 00:00:00
[2024-07-16T05:57:11.653+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.654+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.655+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.656+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.657+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.658+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.659+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.661+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.663+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.664+0530] {logging_mixin.py:188} INFO - 2023-05-09 00:00:00
[2024-07-16T05:57:11.665+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.666+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.667+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.668+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.669+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.670+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.671+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.672+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.672+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.673+0530] {logging_mixin.py:188} INFO - 2023-05-10 00:00:00
[2024-07-16T05:57:11.674+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.676+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.678+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.679+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.680+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.681+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.682+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.683+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.684+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.685+0530] {logging_mixin.py:188} INFO - 2023-05-11 00:00:00
[2024-07-16T05:57:11.686+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.687+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.688+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.688+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.689+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.690+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.691+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.691+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.692+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.694+0530] {logging_mixin.py:188} INFO - 2023-05-12 00:00:00
[2024-07-16T05:57:11.695+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.696+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.697+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.698+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.699+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.700+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.701+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.702+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.703+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.703+0530] {logging_mixin.py:188} INFO - 2023-05-13 00:00:00
[2024-07-16T05:57:11.704+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.705+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.706+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.706+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.707+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.708+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.709+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.711+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.712+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.713+0530] {logging_mixin.py:188} INFO - 2023-05-14 00:00:00
[2024-07-16T05:57:11.714+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.715+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.716+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.716+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.717+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.718+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.718+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.719+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.721+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.722+0530] {logging_mixin.py:188} INFO - 2023-05-15 00:00:00
[2024-07-16T05:57:11.723+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.724+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.725+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.727+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.729+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.730+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.731+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.732+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.732+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.733+0530] {logging_mixin.py:188} INFO - 2023-05-16 00:00:00
[2024-07-16T05:57:11.734+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.735+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.736+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.736+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.737+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.738+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.739+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.739+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.740+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.741+0530] {logging_mixin.py:188} INFO - 2023-05-17 00:00:00
[2024-07-16T05:57:11.742+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.743+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.745+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.746+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.747+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.748+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.749+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.749+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.750+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.751+0530] {logging_mixin.py:188} INFO - 2023-05-18 00:00:00
[2024-07-16T05:57:11.752+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.752+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.753+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.754+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.754+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.755+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.756+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.757+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.757+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.758+0530] {logging_mixin.py:188} INFO - 2023-05-19 00:00:00
[2024-07-16T05:57:11.759+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.761+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.762+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.763+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.764+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.764+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.765+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.766+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.767+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.767+0530] {logging_mixin.py:188} INFO - 2023-05-20 00:00:00
[2024-07-16T05:57:11.768+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.769+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.769+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.770+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.771+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.771+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.772+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.773+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.774+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.774+0530] {logging_mixin.py:188} INFO - 2023-05-21 00:00:00
[2024-07-16T05:57:11.775+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.776+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.778+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.779+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.780+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.781+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.781+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.782+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.783+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.784+0530] {logging_mixin.py:188} INFO - 2023-05-22 00:00:00
[2024-07-16T05:57:11.785+0530] {logging_mixin.py:188} INFO - 2023-05-23 00:00:00
[2024-07-16T05:57:11.785+0530] {logging_mixin.py:188} INFO - 2023-05-23 00:00:00
[2024-07-16T05:57:11.786+0530] {logging_mixin.py:188} INFO - 2023-05-23 00:00:00
[2024-07-16T05:57:11.787+0530] {logging_mixin.py:188} INFO - 2023-05-23 00:00:00
[2024-07-16T05:57:11.787+0530] {logging_mixin.py:188} INFO - 2023-05-23 00:00:00
[2024-07-16T05:57:11.788+0530] {logging_mixin.py:188} INFO - 2023-05-23 00:00:00
[2024-07-16T05:57:11.789+0530] {logging_mixin.py:188} INFO - 2023-05-23 00:00:00
