deposit_id,customer_id,amount,interest_rate,start_date,maturity_date
8ad70c12-914a-428c-9fd5-ea713d164ec0,fca731c9-267c-4106-868c-1d4dbd7ec5b9,61935.62,3.44,2024-07-14,2024-08-31
8c5ecd65-71c0-4b5c-b459-5a14c8563387,84fac005-335e-487f-8456-0cef82f4de18,30936.18,4.28,2024-07-14,2025-04-18
d996b6e5-a92d-4084-9d34-3140c8d05808,c9fbd4c3-f10f-47ed-9333-4af6aeecfd15,41507.95,5.45,2024-07-14,2025-02-18
448d18d7-537b-461c-9f41-44a25617ef3b,0b0779c5-c084-40b4-b332-42a9724cb0d0,40637.03,7.8,2024-07-14,2025-05-18
c0b7cdad-654c-46ce-8ca7-4aa504778fdd,fb0d5551-e57d-4713-9b51-8db8ede2a225,20834.74,1.04,2024-07-14,2025-02-16
95d98549-555d-4912-818c-53916ebb48b8,52926637-0bbc-4cd5-bfeb-19e337cff458,50883.98,1.81,2024-07-14,2025-04-06
68cd6e3c-6d7d-47bd-9b21-c7d24ab993a7,e88a0298-b63d-4cef-a08f-f233f129e907,17490.81,8.5,2024-07-14,2025-04-30
6fd6a0e6-5fb2-42b7-b430-9068f72e8382,fc6bf3a5-ca53-4e39-b701-21e81a60a23c,75787.15,3.46,2024-07-14,2025-06-26
dd05f96a-a98b-4815-b1ed-c97c9d645dc0,b8bace2a-8b44-4fee-8321-32f28d3a0e13,69677.98,9.19,2024-07-14,2025-05-06
d31202f5-e7b3-45ce-8b9b-991a44365bf6,1b0f2c90-2ec8-4432-8e10-541ab7bc32b0,80369.07,4.23,2024-07-14,2024-11-12
02db60ac-c5cb-4412-a3bd-6758df7fc609,0f503010-61e3-4cd6-bb5a-7470c48157e3,84469.18,5.62,2024-07-14,2025-06-28
45242389-59de-48ef-a7e8-97673e35f9ba,63ea1d3d-59e4-46e3-adf8-f2f453583b4c,85970.17,5.79,2024-07-14,2024-08-03
54c47345-4bfd-4aa8-b126-dce40e334a4f,cce8c819-3438-4d6a-a63d-00697f92dc5b,30529.36,2.5,2024-07-14,2025-07-02
3893b70c-3c46-43e8-b0af-3880e4dad2e3,9dd1bdba-e2ea-42fc-b386-edd308640d27,69426.49,8.29,2024-07-14,2024-12-28
f27baada-f06e-4a4b-a717-857aa38e8abf,a984f17b-3d05-4a56-8ad7-44070e4cd636,96079.41,9.08,2024-07-14,2024-07-21
7648f7d7-65d8-481d-863a-09ea4de16c62,0d139602-10c6-4e84-b1e0-da1402f3e4e8,16866.49,1.04,2024-07-14,2024-10-14
44f10190-c9d0-408c-b221-9532bc71bf6c,bbc9549b-d017-40c6-8851-36e07913df76,46854.06,4.66,2024-07-14,2024-09-22
9dce2a68-8dc3-4741-a296-fba3ab1af4b3,6a98c01c-cbfb-432a-b0db-081893035701,67342.37,9.36,2024-07-14,2024-08-23
e023205c-95e1-4c43-b06f-e21d1b012f97,e0f7d496-b634-46ba-a77d-014c9ab25932,92208.08,1.36,2024-07-14,2025-04-27
ff041223-0288-4ab3-ae1d-9f9a21372734,ffbad344-f0ae-4094-9110-3f01d67beb23,99243.01,9.46,2024-07-14,2025-03-31
0c4d8523-bc84-45b2-b45e-b2a00a959e86,8b13bf63-0009-49e5-a168-4dfaa7e7e0cc,10446.93,3.21,2024-07-14,2025-01-31
2c4eaf03-4368-4639-bb62-ebc0c407c9a7,3b6c0473-45bb-4411-b167-3ba9dcca8572,25977.49,6.86,2024-07-14,2025-04-01
2f914b12-3133-4e25-9d82-3dcc83243811,7cc67297-703a-4a85-aaf1-90abec379107,20304.3,9.86,2024-07-14,2024-08-09
10b0fa23-4fd7-4f81-8bb5-086bb5c9e6c5,e051da9b-b03e-42d0-bf17-6dcd4981551b,45562.9,2.74,2024-07-14,2025-04-26
da7dbfcb-f6e8-4c84-9a5d-de28a3582034,caeba699-8c0a-4130-b901-48a45897d23a,95637.04,5.44,2024-07-14,2024-07-31
98383b69-e770-46c9-9a8b-ff8f13f4244b,a9a44c54-e30d-4778-a8a6-8a5cfd072e06,99209.75,4.21,2024-07-14,2024-08-10
d182bd8e-f410-4eb2-bbbe-54a2eb71ffa3,0749bb1a-b56c-49dc-a3bf-adfde5db1cff,34284.7,2.84,2024-07-14,2024-07-28
2977171b-633f-4a4a-be64-6dde3af0aa1a,07c51f3f-4453-4a7f-9c86-3995bc76f48d,96616.68,7.48,2024-07-14,2025-03-29
03068d21-2b27-433f-8f66-908e3a325d10,ccab8c5b-1b76-4ebc-ad6b-8371f813f446,91913.58,1.9,2024-07-14,2024-08-08
2e5ca63d-89c4-439f-a188-2b7152347405,dc6338a9-92b0-4c14-b710-d80422e63507,38457.01,9.65,2024-07-14,2025-03-26
d5b94226-cd54-466b-9132-f71b87393ff9,0279d145-aa48-4083-bc46-4202ff586d0e,67604.92,8.54,2024-07-14,2024-10-03
e8d21093-ba52-4cb1-b7ee-396029a9cab9,8e33e90d-9a88-4a6d-ac22-68d838d86301,87862.32,7.71,2024-07-14,2025-06-05
c1aae09e-00cb-41c4-89ce-9e5b2b5cede3,4b440644-9fbc-48b0-82a4-44496f6d0df4,58035.94,5.71,2024-07-14,2025-06-03
c4d512b1-d403-4c41-87f0-4cce80be49cd,3d532d0b-ffd2-402f-952a-670aeae9e8cf,31256.43,2.96,2024-07-14,2024-07-26
beb89ca8-4804-464f-982d-f775d6de10b0,347c25f1-e848-4be4-aa5a-2a674fcaec36,51073.8,9.14,2024-07-14,2025-05-14
b87add67-e118-4b63-8fb7-79df062ac072,af03a0cb-cc48-481a-8ca3-676f5b3bd2e8,59784.6,5.83,2024-07-14,2025-06-05
5b5ca553-9859-45c3-a25a-e19123c02ca0,bc3db0e6-3cd8-44d1-98bb-1b96acd546bc,35725.27,3.74,2024-07-14,2024-12-02
a3e2d8cf-a726-47d7-83d6-c59b5a00a6f1,f375c1ee-2a25-4c40-8fdd-2f81996ae269,41777.08,5.5,2024-07-14,2025-03-04
9243c1f3-bb79-44b2-aa97-8c7f04a1b453,928f7d3c-4a27-4313-a74b-a7aa02e45bdb,70383.11,3.26,2024-07-14,2024-09-20
71c05621-fc2b-449a-84ff-68c3f28bb620,b1ab2c2b-f872-40c4-b012-f133a96cb00a,63513.38,9.81,2024-07-14,2024-09-09
cb581e14-2b38-49b0-91e7-134fa7b61e5b,b8dedd32-89e2-4369-96bb-7ed22bf5b825,63154.34,6.79,2024-07-14,2025-01-02
ecaeaa94-6c05-4f7d-b070-9510bc27ad59,38a6c4af-eef5-43b7-ace3-b257ed59a6cd,79513.77,1.6,2024-07-14,2025-06-07
46930e2f-d91f-4d23-aaba-91301018b7ba,a801a1b4-d7a6-4a23-b8ac-c941cf0a33ec,18060.71,2.33,2024-07-14,2024-09-20
051d9664-3547-4df0-a62f-325928534081,c6ede869-49ff-4385-a91f-294b6e4a8be3,68047.83,7.41,2024-07-14,2025-03-06
5b7e78a1-a298-4869-aaf6-0a5076a552de,c884039c-efbc-459d-95f6-131a9f8155dc,39603.57,8.45,2024-07-14,2025-01-04
b48feb6f-63db-4265-9022-cf31febbd07a,d8e20f44-9330-4e72-b553-84f3d153f840,94831.45,3.12,2024-07-14,2025-01-10
d8808da9-e5c2-45f6-91be-1993883cdb90,2166d6bd-1710-4214-adbf-4d920ee1ebf8,94478.14,1.55,2024-07-14,2024-07-26
01f7d4b3-4444-49fa-adaa-502b33fb8b52,675f7ae6-b268-44cd-a5fa-f47afd006267,16743.61,5.75,2024-07-14,2024-09-04
27b152bc-257a-4904-a138-19ab52606db6,4b6b25bf-f0f4-4604-a0f0-e3a3ac705ed7,86750.67,5.49,2024-07-14,2024-10-16
9a694723-51a8-46aa-902d-55be78296077,cbe7d4f8-ba7a-45b6-b343-f9c47ecbf732,22251.66,8.45,2024-07-14,2025-03-08
3370d14a-6d39-4f81-9fe2-2876e5baf3a5,8babc6c8-21d5-4c66-b1c3-984c16f21e71,27548.11,8.13,2024-07-14,2025-02-17
2b7616f2-4f44-4d6d-b6a3-8a77d7ddbf91,bcb0ca25-d536-4fb1-9a23-a3c8244749e5,36563.02,2.17,2024-07-14,2024-10-18
ba6b16b6-ab12-4001-988b-45f1df2ad5ba,829608dd-b6ae-43b1-ba07-e40e0de15312,64860.86,5.89,2024-07-14,2024-10-10
3ae32008-42f6-429b-9ce0-e96f40aef7d3,39575a3a-a714-4a31-b466-b644379ef2e7,63472.31,3.41,2024-07-14,2025-04-24
e16eac56-0544-4760-b8c7-9484da295e73,4e126ca0-d3d6-4b72-ae1b-7f3cb5e5b948,58954.25,4.54,2024-07-14,2025-07-09
4623aa66-73ad-42f7-8a31-353ab7ac8364,9b35087b-90c4-48e2-8532-191bf7a59ac4,39652.7,6.82,2024-07-14,2025-01-04
a2194c5a-81ad-4a5f-9177-4891fffb8df5,39c9ed3f-ff5b-4aa9-9e1a-f530b1c30353,21946.36,9.61,2024-07-14,2025-03-21
60e09b3d-83a7-44ed-9747-2902c3607877,f032e166-1b2d-4905-ae90-fe875d4504c0,14081.59,1.29,2024-07-14,2024-09-29
0fadf70b-79e3-4e55-af84-2d153a04eb65,dc616d50-e34d-4223-9363-e4909d8c179a,88279.83,9.39,2024-07-14,2025-06-05
129c1686-ed97-4ed3-8531-9cb6603892b8,7c31d3f5-ca0e-43ae-ac20-57ae8dd1ca50,94429.38,8.81,2024-07-14,2025-03-28
2127bc1f-6e5b-4623-9c67-4ba3b8c0a544,dea5cb60-19c4-4243-b8a1-d3c2b34bd3cf,52366.81,2.43,2024-07-14,2024-08-01
aaa84b74-3e14-4b9f-a57b-dcadd54011c9,b46f843d-7230-4e05-86a5-48ee91e86754,13330.27,9.02,2024-07-14,2025-05-08
fa23e8b7-1850-46e0-8bb5-620df3a06a25,bd1bc882-f6ee-4969-9754-2badedf4a69d,86520.72,6.61,2024-07-14,2024-12-30
8f8ae12d-0d2f-4d31-b240-44dfa2e71b28,648293b9-0f6c-4e83-a3d2-0d86d1d80eae,59820.73,7.01,2024-07-14,2024-08-21
6b1fb2d6-2fda-485a-ad6d-9866031487c5,961d4a4b-24e2-4ca3-9295-241e785f73d2,85200.11,1.45,2024-07-14,2025-06-21
ff66ec6b-2b43-4023-b59a-d1906a2415af,e90f6567-45ec-4c64-85c1-62644d10c912,32880.83,1.96,2024-07-14,2024-08-03
ed24467f-4771-40f7-a1dc-278616c44ce2,ccdc0ae9-5f1b-46b2-b75c-248ca79fe5ed,29679.25,2.52,2024-07-14,2025-01-10
1dc1dbd9-cf8b-4956-9787-1989b7990cea,03aa5dd7-5502-4c46-96b6-ceefb949e090,22531.38,2.32,2024-07-14,2025-02-06
49a92ce1-447b-4e03-8258-cd4758d02cb8,7bd6efb3-2871-4a4e-9fd6-895d70e98da2,76247.54,7.25,2024-07-14,2025-05-29
2a905085-d14f-484f-9395-bd4d3b0837ba,cdbb0c60-44cd-4a48-ae3e-c8900d35a312,38342.56,3.37,2024-07-14,2024-11-15
bd7ec9bf-f045-4160-8793-4cb6639408c6,221f3a45-bed8-421a-9c8b-b3fe66580d9e,73156.99,2.2,2024-07-14,2025-05-26
072ee91d-e676-42cf-8e0a-f115d866f659,0931e67f-712d-4319-b788-e78f62c7bd69,89430.61,3.28,2024-07-14,2024-11-27
fbf80fa6-77f3-44d1-9ed4-fa2da4a6f857,89d76a3a-e9e5-42e4-8f5a-ddba6d8c1921,72357.87,1.76,2024-07-14,2024-07-29
7c85e689-4a20-409a-82aa-ed804b2994e5,890f8a29-0deb-4adb-90ce-6444dd506fce,67532.74,6.2,2024-07-14,2024-09-19
51880300-c376-46a7-ab0d-80c1315ac7ef,b1f8f29d-ab44-476c-b244-e38a962f4171,59827.3,4.91,2024-07-14,2024-10-13
9911f947-4bad-4d79-b8ee-072409426884,3aed7336-ade0-46e0-aabb-2dbc490034a7,84124.24,1.9,2024-07-14,2025-03-23
ec75d073-9bd2-4071-8290-aaeaea05f082,76a7fc1c-f6ab-43a1-ae71-aa4402bf652b,25972.25,6.62,2024-07-14,2024-11-09
d9e198fa-8afb-4897-8651-01134b152e8a,b94c4414-3a9c-45f2-bbf0-5fea2f711215,98052.7,4.06,2024-07-14,2025-04-28
86de9af0-42d0-4acb-b334-9654bab07b19,02084a52-aee6-4e63-8e98-739091f593b3,49115.88,3.88,2024-07-14,2024-10-14
c8a659e9-5c52-41fa-abec-042205d50a39,8f32dd0b-45cb-497b-89fe-8381736db113,79931.3,6.83,2024-07-14,2025-03-18
c8155bd3-4b15-4bf9-b606-8b1370ea339d,1d22742e-d179-43c8-a86e-c3f28390ff29,47076.05,1.97,2024-07-14,2025-07-10
14b53812-c960-4ac2-9c09-762e35773a9a,5355b366-d066-4052-b073-b0c4f5febc33,99561.98,2.22,2024-07-14,2024-11-14
da39bd1c-bf71-4d29-8484-7e79576eb63f,73be12d3-6020-46b7-ae2b-a09f8791d001,28836.5,7.88,2024-07-14,2024-10-31
f23f6e69-a95a-40e6-ad01-aa35ae5c2e91,ec5db5e3-6ce4-4f9e-93aa-aac4ea87f1b8,28536.5,9.76,2024-07-14,2025-05-14
e5aafd43-235e-4eee-ad85-fe2f9df3f3ff,cdbb0c60-44cd-4a48-ae3e-c8900d35a312,58870.64,6.32,2024-07-14,2025-02-23
cc76f8f3-bdd4-4f72-810e-0e54294aa32e,8b2cd53e-7593-42b0-81db-15024fc4c84e,65136.6,9.11,2024-07-14,2025-03-24
61e0106d-c358-4670-8889-6c284852ddce,1738eaf4-4a20-4da9-919a-67a20e6cbcce,26607.75,5.45,2024-07-14,2025-03-12
08b507df-4cb6-4bb4-a234-5a149de12865,1635324a-f2b2-4678-9c6c-0eb6d9f76860,43385.08,6.43,2024-07-14,2025-05-18
c2fc2f21-4723-433f-8e67-5aa96515b9c9,46511fef-c770-48d3-b500-3405d6ea6036,62095.68,4.07,2024-07-14,2025-05-26
81a5f7e8-e6a6-4278-8985-703c90899e0f,1b0f2c90-2ec8-4432-8e10-541ab7bc32b0,26228.86,8.42,2024-07-14,2024-07-30
2536cddc-c6b5-4605-83ca-42818c9f816c,06ad718f-39d7-4236-a014-3461ab10b07d,91453.98,8.54,2024-07-14,2025-06-17
34c44a5f-4811-4a9a-bbc9-ecb3604e0d0f,84430ea5-2549-45d9-a4e4-c75a81680695,25785.44,3.46,2024-07-14,2024-07-21
cee69640-b1a2-4155-8b7a-affccca8af68,7faeaa70-2118-4f9c-a6b9-a841ad1f03b0,63241.98,7.33,2024-07-14,2025-04-17
2a83ad35-25d4-48ff-a647-eff9027d804c,ea5ad225-4167-41f2-ab8c-4e8039baaf0b,69518.51,5.07,2024-07-14,2025-06-11
df34bb56-1635-4c5c-a04e-a85c8b4786cf,8c1e724f-571c-4c4a-b6e9-e53753e28938,99250.29,3.87,2024-07-14,2024-11-07
66747005-5703-44ac-a6f3-ad551e653e98,e4a53244-b8f7-4880-8406-b0053313981d,36995.45,7.07,2024-07-14,2024-09-07
e1f13b38-8ae1-42d7-9f27-dd9ace3f7f94,1e01a6c3-48af-441a-8b93-4263b32f6844,43470.13,6.42,2024-07-14,2025-06-09
6d9bae7f-bca5-437a-9daf-3801100b91a7,cd32bc35-d1b0-45a4-931e-d9ce856d9f7c,97224.47,6.93,2024-07-14,2025-03-28
e62d5fac-b073-47a2-a783-9bf11a21fcbb,e38b1d12-ee3b-4d8e-a7ca-bfa37941feea,89804.76,9.82,2024-07-14,2025-03-29
f4ff75f7-587a-4b24-96dd-d24c9d59fdfb,50f53db5-fe8e-40f4-88f1-72837b7ec3f8,88072.09,1.08,2024-07-14,2024-11-15
3ef9358b-6f16-4b97-b606-918df41af1ad,9ad1f78c-af5c-42ed-9c00-a437d298ed9d,24545.61,6.2,2024-07-14,2025-06-30
639f958d-dee5-4cb5-b123-8a08aa412029,281cf989-6c45-4f8d-a949-32018d4057c3,63418.66,1.52,2024-07-14,2025-04-09
0104734e-35c5-4d51-8847-549940026156,c059714f-c73e-40db-a29c-ce0991366b63,70886.92,2.51,2024-07-14,2024-08-19
eb89a264-7092-46f5-9b5c-bb23fed538e6,1da00b48-ae49-4bdb-846b-7c7d2fbd6c03,81892.46,6.36,2024-07-14,2024-12-21
779cfc77-6325-44fa-8039-61ca4dda3d96,93223865-0fed-494a-a603-ac5bd44e688e,6941.07,3.35,2024-07-14,2025-03-18
89208786-44d5-49bb-aee2-3745329debdb,ee7f046a-c4fd-4ef2-899e-bc8b8b6d30e4,22505.98,5.88,2024-07-14,2024-10-16
4f508242-72b9-4100-a503-d3a1e38c586a,8a93e3c4-29a3-4d3a-bffe-55396abfda25,5050.79,6.37,2024-07-14,2024-11-17
01cb76a0-f120-4ca7-ba06-323ea76dbbf0,5fd7791a-f28e-4dfe-b520-95be74f962d7,30809.97,3.79,2024-07-14,2025-03-14
25abe8dd-fcec-494d-834f-63928b99d397,d8e5d9fd-8f33-4ebd-9868-3e531deb1249,28569.31,6.14,2024-07-14,2024-08-22
3f9f0b15-1703-4c7d-a0d0-76c0d96b49a5,f05fee53-c18d-4259-a707-99773a453811,73555.55,4.29,2024-07-14,2025-02-13
d57eda89-eb03-4b4f-acf9-a45a3ab14626,a119d344-8cc6-45d9-bb2a-8f81828f8b51,78441.43,3.58,2024-07-14,2024-08-22
f845fc6f-4575-4a48-8b2f-c5c5f4cd94e1,71b1b0a1-d4fe-4983-ad9f-ed70e5087477,44940.27,8.26,2024-07-14,2025-03-04
f225b006-171c-47dc-bd24-a9374fb28576,edf18d16-dd97-4ac7-9e6a-f9845088a911,18159.28,6.48,2024-07-14,2024-12-16
bb8f217a-cf80-44cf-a502-faba3ee89d6d,93223865-0fed-494a-a603-ac5bd44e688e,60302.01,2.54,2024-07-14,2025-06-19
837cff0a-9478-4123-ab19-e3ee57db2be4,2d97f178-ea8d-44a0-b626-da1d969fe9d7,71744.1,4.65,2024-07-14,2024-09-26
a4e25bb9-8de0-4456-9c20-6853206f9924,ec3ee62b-962f-4bf0-8bf2-517b3adeece6,22264.24,8.67,2024-07-14,2025-01-14
caaf3b63-e446-4838-91bb-f76099ea0376,e90f6567-45ec-4c64-85c1-62644d10c912,75547.82,4.76,2024-07-14,2025-03-27
5d245594-b082-4fa6-9019-25a10c736347,227d4e52-f412-4138-ab1b-9f1a47ad5633,41097.24,2.33,2024-07-14,2025-03-02
5d6c0558-aac9-4e75-bc6d-2c731aefbd1c,3dbe206c-c738-41ed-9784-ccadc642c35b,84002.16,9.04,2024-07-14,2025-02-26
6db68007-ae21-4a05-818f-64a519232f55,1ec37781-eaf0-4ba8-80a1-d41a3d00fd7d,92189.17,5.12,2024-07-14,2025-01-03
512d229d-8ac8-42fb-b003-ed02c3265963,79f5c636-19b3-456d-b37f-4e84c85dfcd2,68142.72,3.82,2024-07-14,2024-10-18
8ba5632c-3950-40c0-abe4-a75b583e37d5,195b7dcd-3d9f-4f88-b83f-a5702e39f5a3,59509.23,3.85,2024-07-14,2025-01-02
47d86134-929a-4c6f-bb54-00b1e8e83f0c,6c797ed0-8c8b-44ee-ad59-0c6efb57108f,83218.75,7.52,2024-07-14,2024-07-27
e8d80fc8-67f0-4a5e-b776-ffbec97a2f5c,5734f61e-f720-49b0-8be6-53f81d4d8e29,24280.06,4.5,2024-07-14,2024-12-24
4a986ead-81f7-49f5-ad98-f4fd99f280ba,b47087fe-80b8-4d6a-b90c-8f2334d1d2ca,87788.53,1.46,2024-07-14,2024-09-01
0b09c0c0-19fc-4a4b-8414-45d07b7e8f21,65bd5265-17d3-4186-a4e1-a8cb596dbc36,66326.81,8.32,2024-07-14,2024-12-17
a2ac1bb6-fdbb-4007-93a1-75fe336a0b32,d7eb9c1f-aaa8-4b95-b0cf-4a91353fbd0f,44790.91,5.29,2024-07-14,2025-04-14
d90e7dc9-dafb-4add-a10b-cf024b60a7e0,6a976ea3-d391-41c9-a517-427475be3912,58647.36,2.77,2024-07-14,2025-04-24
f06e83ed-9290-4e6d-baf0-8c4484027f62,4d885a8c-1cf9-4022-a976-b99c9554c1c0,71403.79,5.01,2024-07-14,2025-01-17
a57f9800-5337-48ce-a6a9-d298bef73510,ec049dec-1912-4231-a32a-dd4c7b70bbe1,77004.3,8.79,2024-07-14,2025-03-22
6d8b59c5-0d09-448c-842a-5d8c73f0bea1,c9ed0d72-a58d-432a-868e-ca457a067595,88860.16,3.73,2024-07-14,2024-12-09
562ae31a-c530-4f17-9d05-0e3ba14dbf0d,347a0184-3c76-476b-80e7-b647dd600250,72676.63,7.32,2024-07-14,2025-06-21
8e0beec5-5910-47aa-a995-7d71bca5a98a,863e0150-1382-4797-9994-531acd126248,36660.28,7.16,2024-07-14,2025-01-30
a96fefad-2e3f-4a7f-a3fd-d4cb12feab74,8b04f53d-15b6-4808-b32c-735102826f2d,89221.16,4.95,2024-07-14,2025-03-22
795a808d-923e-4d6e-b98d-18d7db049e64,ad3023b6-c338-42fa-be43-9673f853a1a9,73780.2,4.56,2024-07-14,2024-07-25
b49ffc7c-9103-4da2-8c5f-7b2e41acc4e0,13fdf3aa-0a0c-4b78-95d7-ccc93fcf7167,27872.06,9.18,2024-07-14,2025-03-16
1cf4b90c-d0ec-4715-953d-0d1e4b45eea9,62005ae1-56b0-4442-8cc0-5b5b5aac49ff,10978.22,5.9,2024-07-14,2024-12-24
cbe5badf-152f-42ff-a956-393584174f37,cd32bc35-d1b0-45a4-931e-d9ce856d9f7c,15642.2,1.12,2024-07-14,2025-05-07
8b12485d-b771-4371-80c9-036d94ad6250,e025bd12-6047-4e94-98d4-169d40badb13,54333.0,6.89,2024-07-14,2024-12-13
70cad723-31f0-4a29-9fb0-7d05716fd2af,3b6c0473-45bb-4411-b167-3ba9dcca8572,99760.12,2.78,2024-07-14,2025-01-16
b9adbba4-8e70-46bb-afc6-50e351f09032,9a4a6d33-4006-4474-b338-a480dfb35019,65021.52,8.02,2024-07-14,2025-04-10
6d55f657-1ea5-4741-87a5-9f0e1c618c18,15a52c9f-b32c-46ce-a9d3-13295712c5b5,23472.66,5.54,2024-07-14,2025-04-17
de30d01e-b409-4491-94d6-db5cae80aa7c,3dbe206c-c738-41ed-9784-ccadc642c35b,98927.35,9.76,2024-07-14,2025-06-11
4d361a31-eeea-43e9-a3b5-913aff203304,5f535d1b-96e3-4b17-956b-e36cdb5b3a50,11774.24,6.96,2024-07-14,2024-09-09
029e9c9d-dab0-4b8e-9194-cf18df33fc58,8cb7cce6-3b05-4e81-9c67-a11a21211ab3,68653.47,7.09,2024-07-14,2025-01-29
bb4b2257-3ca5-40b1-87fa-642495b5f1a8,02d3466f-0e0f-4f0e-b33a-3d9d4e6b6306,65802.47,4.86,2024-07-14,2024-10-02
edc2fa49-1635-4d59-820c-a716263a40cb,ffbad344-f0ae-4094-9110-3f01d67beb23,9263.86,3.08,2024-07-14,2025-04-22
78da51c7-492c-437d-a88c-e98c741aecec,6c10da0b-463d-4d57-b98a-b94cdc7769fc,18429.09,2.52,2024-07-14,2024-09-12
8cf2a6ad-fbf3-4d7a-918f-9e7ed0983ce7,d0030030-3abd-4755-8754-1f5f1a44b16d,13153.13,1.95,2024-07-14,2025-06-22
286b1c53-7dca-447b-8515-5d3f776ee7ff,790d418a-011e-40df-a39e-107fce7af123,85229.91,6.01,2024-07-14,2024-11-29
1a348178-b0bf-4f5f-9719-20f2059b8d0f,fc6bf3a5-ca53-4e39-b701-21e81a60a23c,80692.52,5.97,2024-07-14,2025-03-07
09ab1ad8-903c-4a6e-afa1-142737220aaf,c9d1783a-7b08-4d0c-a448-b137e894190c,13061.04,9.43,2024-07-14,2025-03-29
549f0969-b664-4006-b9a5-bf4dfba1a337,9a04ae99-a6a4-4289-9a23-6c5afb2a905b,23859.23,3.81,2024-07-14,2025-03-21
6fd9e06a-c555-45f1-bfc7-a66774651b18,0f9edf0a-3993-44f9-b32d-58e609dc5667,51946.87,7.19,2024-07-14,2024-12-21
940b20c0-2463-4f58-9496-0898bc943036,4d6ea108-931d-486a-8a1c-ce1af1bc686a,37630.9,7.31,2024-07-14,2024-10-13
c236e19c-f8c1-4753-bf7d-eddc8b6c6414,8b13bf63-0009-49e5-a168-4dfaa7e7e0cc,55666.67,7.28,2024-07-14,2024-11-15
067535e0-1c09-4ca1-9eee-d1b3e720230c,e4db5d1f-9212-4d24-81c8-2494d13309fe,81871.52,1.38,2024-07-14,2024-12-23
5e610753-2fa6-4e2e-a6a7-ca00f0ffc70b,d10823d3-3fa5-42ba-9bfd-cf105b23d003,31293.56,4.09,2024-07-14,2025-06-09
6c513e82-d51c-4063-9a41-b13ea9b15817,7cc67297-703a-4a85-aaf1-90abec379107,36451.41,4.6,2024-07-14,2024-08-13
af60c9e5-c1f7-4c64-a7e5-0fc22761ad48,095b38e9-14a7-40ff-8961-742c788d0be1,15524.27,2.69,2024-07-14,2025-02-08
b4ae4e09-726e-4349-9b64-a476f6a472f6,716b1e8b-2725-474c-8002-6402303a611b,47942.78,3.61,2024-07-14,2025-06-29
dc67e3e2-c07f-4cad-a790-b612adfa9298,f99f5707-81f2-46c8-98ab-ee23040eecad,31462.82,9.98,2024-07-14,2024-09-18
78bd76f7-f8c7-4be6-b56b-f1fe52c910a9,4d9cb573-09a7-4ca2-9ef3-c27a447a5ae1,85301.76,4.41,2024-07-14,2025-05-12
77d4ddea-2035-4b2f-90b8-06f1835995ea,8d90bf39-3d1e-43f8-9c5c-277f99745924,36946.95,3.55,2024-07-14,2025-01-06
c918dce3-82d9-475b-8224-54f17114bdba,10e0d7d4-d6e9-4fda-ab7a-eae20f859d77,68310.68,5.3,2024-07-14,2025-05-04
a6b8d2be-dcb6-46a4-ad51-6ae272840b3b,9a1cb6cc-e159-4fab-a5c2-6f1f87969762,16182.54,6.65,2024-07-14,2024-12-25
2879df4a-0cc3-486f-bbb2-9eb5014d0b1b,0931e67f-712d-4319-b788-e78f62c7bd69,73990.21,7.12,2024-07-14,2025-03-04
a2690e6b-2096-43f7-8dce-0af1b1d4d6f1,98b25827-49c2-4b82-9b4b-7bc4db1c3f11,95906.72,4.73,2024-07-14,2024-09-24
6056a835-5b18-4707-ab4c-0c9d139d406a,32700920-8b57-4800-9a52-1ad7b6144ce7,60611.38,3.09,2024-07-14,2024-10-16
ecc10989-4293-42d2-95b1-2904cddb2d73,9a4a6d33-4006-4474-b338-a480dfb35019,44276.89,9.98,2024-07-14,2024-07-27
a310c46c-9394-4033-b8d8-fedabb30dc93,2014bc9a-89f7-4dc5-a343-d1fe7a64d7fd,70117.68,8.0,2024-07-14,2025-06-11
b69bd09d-ec65-48eb-9ddb-1dbfad304f42,97e5deba-def6-4bfc-8370-e9861418e718,22727.12,1.27,2024-07-14,2025-03-15
e20bb2f9-24b4-424b-b9b8-2c8dbc052b91,22c70385-bc93-4ed3-a879-1adc47160791,27403.88,8.44,2024-07-14,2024-07-15
db397636-6f7c-4d04-85d9-023ce4c3927c,bbc9549b-d017-40c6-8851-36e07913df76,35311.04,8.68,2024-07-14,2024-08-23
378ba0fe-b8c3-481b-a1e2-c454499f966b,e831ce57-708f-4c8e-b243-ca22985c6349,32790.5,8.99,2024-07-14,2025-01-15
d9340817-5b18-4f89-800d-cc31ff622fbb,b9db3368-4eb8-46d8-a840-6a4d2275b590,95640.6,9.72,2024-07-14,2025-04-04
21f0a937-a6c2-4c37-b26a-1e98c9f25d91,22382d1b-e25f-448e-9454-e89d91db9693,98106.64,6.53,2024-07-14,2024-11-12
5091733b-dab6-49b2-bc00-ed7fd57cf323,19a3fd64-58dc-4036-b9b7-080053146df7,86218.63,5.49,2024-07-14,2024-08-06
0eea09d0-3749-4894-9eda-5eaab618884c,b7551968-a857-498d-a94f-b95182f8a2e5,93400.0,9.62,2024-07-14,2024-09-28
89c29925-8da2-45a1-bba5-25c10a4afb46,a62d3e13-c4ae-4fae-b8a5-fe3334feb5f2,29381.16,5.14,2024-07-14,2025-04-03
