goal_id,customer_id,goal_name,target_amount,current_amount,start_date,end_date
fe370a72-1775-41fa-9e9b-9f6d21b991d0,a583e439-0c76-42b0-8508-a206119763b3,common,40193.32,47188.67,2024-07-14,2025-01-05
e6f4a3ee-fdb9-4bb3-aea6-a3a4c036b9cc,0d6716df-3fc5-4b87-8941-65b1a809fe79,thousand,36772.14,43375.84,2024-07-14,2025-06-03
8c37acaa-da69-4015-a54e-e18b5c3b8fe3,b4d27089-de2e-47dd-b1e6-ab7b5a2c3de0,war,27875.5,40582.97,2024-07-14,2024-09-14
4f1021db-0e69-4e27-8ae8-dd6f9cf6c536,e7a7f46e-bd6d-4429-b6d5-6d62b907f53d,indicate,14299.64,21701.61,2024-07-14,2025-02-17
1ba9b23b-20b0-4b6e-b4b0-3756e54803f7,cfa54e9f-ba29-4cf9-912b-28f6a4ee652c,though,19401.94,46819.73,2024-07-14,2025-01-30
07c67350-72c8-452c-9406-91040c73a340,39922b61-4d87-45f8-8751-055ad9d8a8c1,activity,5825.12,9973.67,2024-07-14,2024-12-09
0da086d7-b6ff-4fbf-8811-b29e26320516,56c1cc1a-a0fa-4fcb-9068-268f2be60143,environmental,30981.39,13866.34,2024-07-14,2025-04-28
bac0e282-b2ef-48fb-a24d-6ce0e9312741,2cff083d-4953-4cc6-a4b3-89bad98dd1a5,upon,14143.26,45155.72,2024-07-14,2025-02-01
e78fd75d-0da3-448c-81a5-51bb48c76830,bdb63615-e7c3-4f04-979b-4972af2119e7,fast,24434.91,5140.28,2024-07-14,2025-02-11
ee0d1abd-d45f-4007-8008-bfb48e8711f4,6509e1a6-f1ae-49c4-98a2-3ddcd8cc7f7d,yet,40004.89,19791.95,2024-07-14,2025-02-22
7195472b-7d3f-47f5-b4ac-9643237ceddb,d92f401e-fb89-466d-88b3-20af2e636fef,after,15990.41,9222.6,2024-07-14,2025-07-12
861edd92-5d1c-4283-aebb-5a134420468b,c455becb-9fbc-4163-8b1a-bd7f35d418ca,sister,8346.53,10927.58,2024-07-14,2025-04-14
d7fc30ce-ee03-4b00-8f92-4502f851b204,675d888d-4092-4516-9acd-f0ee5ce81f71,interesting,32108.3,28183.5,2024-07-14,2025-01-03
232baeee-55af-4cce-bc60-6a2d00122243,d8e5d9fd-8f33-4ebd-9868-3e531deb1249,job,37747.1,33913.96,2024-07-14,2024-11-28
e0b8af98-f05c-4211-ac31-80c35b840d24,97f9aebf-e96a-495d-a2ea-48d82392f188,cover,17643.48,5956.02,2024-07-14,2025-01-20
87fe758c-8cc8-4013-9163-9aec805d43ff,e4a53244-b8f7-4880-8406-b0053313981d,national,19493.62,10737.1,2024-07-14,2024-12-21
385a069e-754b-4e60-92d5-c2423b66cfe4,c7b26703-9266-47d8-9a80-7c973ad61b65,data,10959.56,39428.59,2024-07-14,2025-05-11
e3c9c906-f87c-407d-9eb8-73cb8d6d982e,6eabd930-6cb7-4b9b-a846-dd0c36dd3c03,its,35147.68,4707.85,2024-07-14,2025-06-29
a622571a-16b0-4dee-a1e3-fce99db88793,3cd23acb-e3be-47fe-b293-d0c73909abb9,sort,33862.34,16405.9,2024-07-14,2025-06-18
a5b5c5ff-e6b8-4cea-9ec6-bf2da0ba874a,e22601f8-e911-44e9-a54f-9b8f7d9ca68a,everything,14627.51,8744.27,2024-07-14,2024-09-11
afdb9102-4e2a-4a2f-b8b9-92a3b42358cc,40c3bc5e-ab71-470a-97ed-fcd5a9bce67d,page,5468.53,22598.31,2024-07-14,2024-10-14
9d590775-8ff2-4535-8b9a-7f7dace84708,717a8ffb-6b40-438e-af92-55369a21455b,nature,37664.52,23232.03,2024-07-14,2025-04-12
c21c76b1-bcf9-42d2-b015-81ce7c293408,6a85b691-3442-4c2c-b818-2f2e2118c4ee,certain,16582.51,40619.66,2024-07-14,2025-04-26
eca9029b-b7b3-4f65-aa0f-a7d3762794fe,96a588e0-31ee-4bf5-b5df-2db3feb60c80,performance,1972.6,36963.06,2024-07-14,2025-04-16
24552708-fe24-4b0a-a6fb-8d6271140e48,45910009-cbbc-4767-b8b6-f03a32a7040b,from,48286.92,26222.09,2024-07-14,2024-09-17
36cce1a0-9a5b-4686-a07c-a21534ac4e30,4813a8f8-226a-42ba-bce0-42d1b39ed07e,treat,39752.3,29789.12,2024-07-14,2025-03-24
bf9ee697-c1f8-48fa-a096-d1f4dc97cb36,4b28f801-e36c-4591-9495-1b9b326b2525,store,1240.69,22631.11,2024-07-14,2025-05-14
41292687-c837-44c9-9ab3-43c4bab7ed7e,675e0745-6874-4177-89b3-fcb2969ec065,fall,16996.36,34371.53,2024-07-14,2024-11-14
0672087a-7de4-460d-97a5-de3159d9a1f3,e6233897-1c0a-4e6e-b8a2-266d91a1285e,trip,49891.8,34121.28,2024-07-14,2024-12-08
ae2e81c3-ceec-49e8-87d4-3e31b2cfc04f,bbc9549b-d017-40c6-8851-36e07913df76,them,21178.9,1542.18,2024-07-14,2024-07-26
b97c0552-2149-40a0-8043-b040234ff054,c89eae63-a4f7-4b6b-b8a0-aab0930ddc58,off,16367.44,20654.04,2024-07-14,2024-11-06
32f6c9bf-55a5-4a14-af7c-5a92544190c7,e7de63b4-3801-468d-9373-9f7fc3abed49,general,5872.33,13303.32,2024-07-14,2025-03-12
19a7cb90-989c-4a82-a701-0553b3a6731d,c89681d7-37b0-47a2-b8b3-69c988cba5bb,quality,31130.36,42807.62,2024-07-14,2025-01-04
1ae9c7c8-62a3-409a-8eba-c62a0c18ba20,575ee5db-9f5e-4bfd-afe2-894822673909,ball,22380.11,12445.09,2024-07-14,2025-02-05
42961472-7206-42df-a7b7-e9368279904b,40e4337f-540d-4e81-98ee-5645619a557f,well,7116.6,42217.67,2024-07-14,2024-10-03
d1836fe5-8ea0-4ffc-af6e-8727db68d9da,4ea4533d-5e09-418b-b71b-05b302c897a7,indeed,45523.7,48538.64,2024-07-14,2025-02-05
1ef7196b-3c57-447a-a2c0-d4352b366ca6,036abad1-8bb9-42a6-9737-8146706bbdb5,black,34221.54,8783.65,2024-07-14,2025-03-27
8e03d118-a1f1-4655-bbb6-7f9b23015473,3d532d0b-ffd2-402f-952a-670aeae9e8cf,follow,16163.79,2966.78,2024-07-14,2024-10-12
f6308f80-4295-4138-819f-dd4de5fe4ccb,8fd49661-4f0c-4eb7-a023-d041d222012a,team,10013.47,6982.71,2024-07-14,2025-03-18
cb3687f4-a062-41cf-8f46-758327a925fb,a801a1b4-d7a6-4a23-b8ac-c941cf0a33ec,attack,7036.5,15341.56,2024-07-14,2024-08-08
feb398bf-ff8b-4fbf-a772-7fb8fa2d3f78,7320c55c-6a84-4475-91d9-5b052bf2a6c6,goal,22328.66,23216.08,2024-07-14,2024-08-31
0d24dbb3-c3a9-4808-8c1d-4c52964871da,0bebca3a-7a1a-4f14-ae21-5e6982116a8c,in,44850.92,1489.28,2024-07-14,2024-08-16
4f0d1bc4-4a71-487f-a86d-5d7b6d9dc899,8b13bf63-0009-49e5-a168-4dfaa7e7e0cc,we,32219.85,21271.02,2024-07-14,2025-04-23
c412ad86-e871-4f22-ba64-51a6bdb217aa,b8893c79-a278-4f62-9058-8696aacd101c,still,611.3,13367.91,2024-07-14,2024-11-05
c14b51a0-9c8c-4310-bde5-32152375273f,c420f638-fab4-4796-86b9-ccd05a404511,teacher,18789.01,39021.0,2024-07-14,2025-01-03
3b1d6948-1784-44b6-a169-4b8e9777fce4,829608dd-b6ae-43b1-ba07-e40e0de15312,such,45571.27,34171.56,2024-07-14,2024-12-23
591bc9d0-f87c-48bb-a002-32549e5911aa,a23acbb9-eb86-403f-8411-3cc057be3662,much,40260.34,20837.66,2024-07-14,2025-05-10
f562a9b1-6fe5-4447-903b-663a099e4d71,1a621072-00ff-4916-a8a2-4ab65fd2ab2c,memory,1017.69,2135.29,2024-07-14,2025-06-10
be39b19b-b182-4cc8-91de-7d068760f961,63ea1d3d-59e4-46e3-adf8-f2f453583b4c,college,12803.82,25044.21,2024-07-14,2024-09-14
3ab5fbd1-1c23-4ae2-8535-b1a6eb04b389,75c0a4e8-07a8-490b-a72b-1d13f4a99972,street,33064.18,48545.05,2024-07-14,2024-09-19
d1341c2e-a706-4321-8770-a0acc008ecf1,111ea622-8bc4-476b-89ab-1b85bb8d187a,wear,24275.12,20326.66,2024-07-14,2025-02-05
63517ee3-0450-4f35-9308-5bc384eee6c6,4b440644-9fbc-48b0-82a4-44496f6d0df4,commercial,9307.75,2672.17,2024-07-14,2024-10-06
ec870065-a49a-43e4-97cd-22d59fe2e996,e570d249-176b-45c8-89ce-53062c3a3e31,consumer,36699.28,34766.47,2024-07-14,2025-01-30
25525680-0084-468a-a6ff-f7dc64c6e101,c24a7b90-f493-4581-bfc7-2e84d419163f,data,11183.21,36986.63,2024-07-14,2025-06-10
efdf755d-c7c7-49bf-b4ba-20dba5e9c547,2b3cbf01-6770-4209-bdf8-63a869316dcb,same,47729.53,29099.22,2024-07-14,2024-12-06
fa3baa98-b6cb-4d57-a1a0-4b9393423ac8,a787cc3a-c107-450b-8e8b-64cfab5f9f69,public,31948.58,19828.74,2024-07-14,2025-03-27
e6d05607-d155-4d33-8672-4161c7e3caa7,18651a27-489d-410f-a166-bc564f8e8110,never,13044.22,39105.13,2024-07-14,2025-01-14
28619a17-958a-496e-a310-d033b103a60e,535de8f6-99c9-4564-a315-1f4017d89c40,practice,47203.48,36887.25,2024-07-14,2025-04-23
04694140-de51-47db-be0f-58c1d498e0b1,6df0f6f0-1f14-449e-b67f-e0cda2f3acad,third,48521.15,35331.43,2024-07-14,2025-04-11
d776cc36-0bdf-43f9-abb4-8ccc652d2ea0,8a391bf5-0f53-43ed-a35b-1c8fe52d2bdb,within,47726.48,39488.84,2024-07-14,2024-09-18
b89af7f4-4e20-4cea-bec9-ab6e386ef17f,0d139602-10c6-4e84-b1e0-da1402f3e4e8,anyone,13645.67,6936.02,2024-07-14,2025-01-24
256841ac-062d-4315-954a-2a3b443e0243,863e0150-1382-4797-9994-531acd126248,data,49754.1,30005.74,2024-07-14,2024-11-18
1fea53da-3f8b-4f02-8742-8f38deb83b71,5d826370-adfc-49ed-9cfc-4e99a38cc200,tree,19660.79,2394.15,2024-07-14,2025-05-27
8250e7d8-f3ee-422c-9954-1c25d7f92779,9b35087b-90c4-48e2-8532-191bf7a59ac4,machine,10770.7,17618.27,2024-07-14,2025-05-14
18aceb18-cbfd-49ac-9e41-8960b4b25b15,03cd9d6e-8305-4c25-95b2-4ba6f8ef0363,avoid,23892.41,32385.65,2024-07-14,2025-04-13
46df2872-76e3-406e-b727-be37d42ac2de,bd1bc882-f6ee-4969-9754-2badedf4a69d,effort,49240.84,33589.19,2024-07-14,2024-08-26
031cf9cf-a008-4dd2-90fa-05810ee68cb5,193a39b6-8d01-4b5f-aacf-10dbfbbbd784,trouble,2966.47,40970.73,2024-07-14,2025-05-28
d3f7afc4-47af-4094-a5a1-288db0d541ca,a814636b-39bb-4a19-950b-4f8e66acba6f,after,29684.7,13487.62,2024-07-14,2025-06-20
ea55439c-14e6-48ae-a11d-12c427d0a653,3f4016a1-47c0-476c-86ae-a8a55c482a23,star,34285.24,29987.92,2024-07-14,2024-08-28
5ac39787-f01b-4655-a1ae-c45afbc5723a,894b8186-88f3-41ee-9d21-6a7dc8b0aba8,relate,7713.59,21194.54,2024-07-14,2024-11-22
2e385968-34f2-4248-a2be-1eb889728665,8e33e90d-9a88-4a6d-ac22-68d838d86301,miss,8632.45,15372.73,2024-07-14,2025-05-07
f7b79c4a-2a45-4b9f-908b-6dd0628281bc,cd32bc35-d1b0-45a4-931e-d9ce856d9f7c,civil,36375.67,27103.81,2024-07-14,2024-11-19
3a2d5cd5-8471-4aae-aaad-f6230ea85a9d,3c88ce20-f4e2-4926-be65-972b87630d63,begin,33489.35,16764.69,2024-07-14,2025-04-28
d8762420-0a0e-45da-ad48-daca7281da99,4e7009ba-d0a4-4c7b-bbd8-51b8239d4c16,have,42960.2,20446.57,2024-07-14,2024-10-09
bcef4688-66b9-4d43-ba29-01c97e0536dc,2a81ff61-92c5-4ff2-80e6-cca18f00b2d1,never,11995.21,24600.37,2024-07-14,2024-12-20
949310db-2d08-4e7b-a3cb-fd8550c4c4b2,e2f18419-bfe2-4758-bc92-ea834c659d69,lay,49804.81,20039.88,2024-07-14,2025-04-11
5c4683a9-a960-4a30-b88c-6f27bf73ba1b,7c0bed31-ce56-4e37-87e7-1540bcd2b942,since,38896.32,47577.52,2024-07-14,2024-09-26
9c9a473b-5b12-4659-a2cb-c7fc51a56e79,15f23897-158a-4565-81ca-58101e78982f,city,19175.92,29609.63,2024-07-14,2025-03-08
19cf8dc7-4dc3-46d2-bf95-cd8ea2b58cb9,2cff083d-4953-4cc6-a4b3-89bad98dd1a5,up,26586.09,32040.33,2024-07-14,2024-12-19
bec1be90-87eb-4cd2-aa02-3640f0b71870,abf42cd5-53be-4af4-9601-0545aea43f74,send,6470.73,48452.42,2024-07-14,2025-06-25
fc0817b3-2e52-4b27-ae43-064fe1bf70c0,f048ce83-8031-4b9c-b892-8e3d85b98f50,drive,26856.23,46845.77,2024-07-14,2024-11-22
5e903981-1cc5-4167-abc8-f1ed5cbcf801,65a6b813-f09a-448b-9826-1a1cec067992,writer,47095.2,23111.39,2024-07-14,2025-06-20
fa241c6c-5fc0-4d65-b831-ded03f0915db,1db752d1-e0c0-4a3b-abf9-cdfb913a65c6,teach,47018.83,23899.7,2024-07-14,2025-02-15
c4918574-a6ed-4aaf-9abb-36942ba7fdea,a62d3e13-c4ae-4fae-b8a5-fe3334feb5f2,will,11395.34,20219.73,2024-07-14,2024-11-18
6187b8b9-0161-4663-9be2-60b2cdfbc36b,e27cc40b-9eea-45df-b636-f3e4ec93fc9d,hold,36081.64,38785.34,2024-07-14,2025-01-05
9ac94363-5ea0-409c-a3d7-2bacd73a2170,25f362df-7001-40b0-84f3-79e45235b707,bar,13747.05,24384.29,2024-07-14,2025-02-22
c19cea3f-90a3-4ebb-b27a-486353370f33,5fb64360-3eb5-4753-8e5f-83d4498eca6e,us,14441.05,49084.79,2024-07-14,2024-07-21
268e11fd-99b5-434c-a83d-ff38c783f570,8ffbb7d6-93fb-4be3-9ec7-23985d6757ba,stuff,38762.39,23248.25,2024-07-14,2025-04-29
b25ce02d-05c8-49cb-80a4-590c794668b8,ace257be-3a6a-4a00-95be-fbf4005af40a,against,43690.07,21566.24,2024-07-14,2025-02-10
bd91e356-32a4-476a-8c8b-edc0f38d7c56,1251d2ea-25f7-44f4-a1eb-77a1302abc48,clear,27669.42,10831.18,2024-07-14,2025-03-06
6b2566d6-61db-4359-b0fc-2d86859aee3d,2166d6bd-1710-4214-adbf-4d920ee1ebf8,his,4899.22,41936.92,2024-07-14,2025-02-16
b9b53272-e6a1-468c-9406-e8b220571063,c24a7b90-f493-4581-bfc7-2e84d419163f,customer,15756.8,29018.53,2024-07-14,2024-11-25
269f070a-d444-4125-b284-905acfa46725,8690dd3b-12b8-49fb-8711-2c4ecdfad2d0,old,33951.21,15923.56,2024-07-14,2024-10-01
f6d769a3-56bf-482b-838a-e5c43fe2841a,c3792109-c072-4aaf-a2d0-bf82d2327904,sea,6370.47,31065.82,2024-07-14,2024-11-17
82bb5f8d-4839-49bf-90f3-09b6827bc8c8,3d532d0b-ffd2-402f-952a-670aeae9e8cf,world,45915.2,9079.02,2024-07-14,2024-08-18
d41f8679-7d50-44b2-980a-32307341ccbe,dffa7a26-04e6-402f-a2c4-793dc929b32b,within,26371.52,6497.98,2024-07-14,2024-09-05
873c5b28-e53e-4a9b-bdaf-d15c4dfdef01,c5b4df03-370a-4917-818f-bba455986614,effect,25696.89,28007.72,2024-07-14,2025-06-11
32fac499-b8f0-4a8e-8a55-3a189487a283,bb6ecaa2-597d-4dc3-8780-5d906b8110c3,night,7131.24,20189.39,2024-07-14,2024-11-05
caa2f673-036a-412f-bf16-6d5c4a5d7ca7,2d76446a-945e-4ebe-bb20-ac16506cb175,else,45038.77,5897.03,2024-07-14,2025-03-10
bf039a94-a31b-460a-8558-4dbb7120ca1a,9a794fe5-4692-4463-9caa-fa200d6fb0f0,represent,27361.95,30661.4,2024-07-14,2025-03-26
a10a79e5-61df-4a48-9901-243d27353094,39a00b6e-8a89-461c-86db-8689790adbb8,father,8002.85,26762.87,2024-07-14,2025-01-25
6ee34b35-6356-4624-81b1-2ff07457c14b,e2e397ce-3717-40ff-91c7-4e6b1658a9b2,huge,19989.96,2904.0,2024-07-14,2024-10-21
b7d41590-7b54-48eb-8795-7625517686ac,bc3db0e6-3cd8-44d1-98bb-1b96acd546bc,bar,43395.33,35404.11,2024-07-14,2024-10-27
d182ae72-4133-458c-bed6-0c47f022ede6,d8b7c931-fe83-48ad-86af-e2c4a026fb5e,agency,17020.71,1661.25,2024-07-14,2025-03-13
90dfd41a-dfe7-42f2-9247-a6aff2fbcb63,0749bb1a-b56c-49dc-a3bf-adfde5db1cff,skin,28476.75,3550.47,2024-07-14,2025-07-08
c16c47ab-5758-47ab-a8e8-03abecf642f3,86c4a2e2-22aa-4314-b074-eeb210e5e7d4,authority,1972.18,5634.16,2024-07-14,2025-01-28
4bba5ca7-dbd2-45ee-ace9-de09b3f0683a,c6a8e557-e307-4117-a4e1-5e94f40a40d7,this,10918.92,5579.4,2024-07-14,2024-11-29
e48e9325-4712-4a6a-8c08-8bd8385eb180,8b2cd53e-7593-42b0-81db-15024fc4c84e,skin,47996.79,24046.8,2024-07-14,2025-01-26
437eb01f-8fca-4ae9-af0b-d86d04698732,6bb799f2-3240-4065-94a2-d43df28feafd,care,7509.37,42848.24,2024-07-14,2025-02-21
a58d612a-1f8c-4f16-b4d8-197ccb1cfaf5,f048ce83-8031-4b9c-b892-8e3d85b98f50,office,42580.67,34205.26,2024-07-14,2025-01-15
2091d00e-649a-436e-aa03-6924699cba28,c884039c-efbc-459d-95f6-131a9f8155dc,operation,43029.5,11396.28,2024-07-14,2025-02-27
5cf0f39c-d3a7-45d7-b165-ba16e388e09d,b7c66656-f05e-4799-8937-87420786309b,than,23168.89,21388.31,2024-07-14,2025-06-18
c7a11115-ddee-4c8d-b869-d0dcea0921b8,90888659-9d53-48d3-8b57-2c6b11b6ddaf,only,1735.06,34276.14,2024-07-14,2025-06-21
d8a86c82-92e5-41e5-82c3-9dc9d4391789,cc3d818f-6e55-4ee6-aeef-5ab33317c575,rest,741.08,32940.5,2024-07-14,2025-05-25
8e38cb53-7b7c-423a-a785-f1765dd21980,24b5d23f-d21f-43a1-9d06-20f818b01a60,certain,19796.98,17271.74,2024-07-14,2024-08-01
bec551d6-7fb6-441f-b69d-c0ae8dbc9719,37458891-9343-48f8-a413-fef25ce91c6e,activity,44594.01,9726.57,2024-07-14,2024-09-18
b3f6307f-59a8-4ca4-9e55-08f5857b7a67,29f07c65-9250-4f35-be2b-912a0e9d1331,size,5759.79,42636.31,2024-07-14,2025-06-21
eb934d76-2aa7-4c18-b86a-cfcb1a15fac3,4b426c85-2522-45c9-b271-e77c80a2d890,lose,26982.1,17532.33,2024-07-14,2025-07-08
3e79edc1-a8ed-48a3-8b29-375df5419ae4,2823df21-5e47-4e7e-be53-1ef7da0f4387,soldier,30171.8,11171.8,2024-07-14,2025-01-08
4d276b68-3e33-4ef7-8542-ec76e8e2594b,0520aa59-ef3f-46da-8c00-db2680b07b06,then,1970.45,19549.3,2024-07-14,2025-06-08
de4cfa6a-61e7-4290-82d4-42c259e133d0,bc3db0e6-3cd8-44d1-98bb-1b96acd546bc,kid,41361.36,31248.32,2024-07-14,2025-04-08
11d3d789-97f0-4220-8a62-a307aed9171b,e88a0298-b63d-4cef-a08f-f233f129e907,officer,32735.53,7491.99,2024-07-14,2024-09-25
1c9a754e-dbc4-41df-94bd-a118e22ba9fa,6322aac0-7f69-4765-91b6-858182000383,risk,31952.13,31288.66,2024-07-14,2025-01-03
770d7346-238c-40e6-be5d-8c006d1b3158,30d50579-2c36-4985-b747-dba53b9cd508,form,26556.49,39724.37,2024-07-14,2024-09-14
dce3667f-ba33-461a-a284-abce6cbbcc9b,5264b3bd-4e04-44b0-873a-e09f830e3a37,however,13871.5,34078.97,2024-07-14,2025-06-29
6fc962d4-85c0-463e-872e-c0e5a8d89962,a392ffad-4c00-4935-a6f7-21540ba27e8c,military,21747.75,30872.27,2024-07-14,2024-08-01
a417fe33-6b70-470f-981f-4eab646a04ba,b99e6039-10a9-4326-8f79-3f76caa84821,young,14576.81,30573.98,2024-07-14,2024-09-13
8ea3f472-a3fc-46d8-91a9-45ba686cc88c,f8ac64de-5d30-49f7-9dd3-0c1cd5a6f24d,soldier,34842.22,22167.8,2024-07-14,2025-06-13
5b5ae723-6b5f-4d6b-b657-6a62df3fd526,dea5cb60-19c4-4243-b8a1-d3c2b34bd3cf,money,11929.71,6161.01,2024-07-14,2024-12-15
2c64067b-3e9a-4fe0-868a-1911969b48ec,9893ceb1-4bf5-46d1-9ecb-95c404966aed,state,48412.9,43546.6,2024-07-14,2024-09-05
601486ca-9304-44d6-825e-cbe485a6fee8,a8b8b300-b335-4795-8e03-93c21d29f406,wide,14623.59,21087.23,2024-07-14,2025-06-03
e8282e49-912b-4c40-845c-dfecba10a98d,961d4a4b-24e2-4ca3-9295-241e785f73d2,world,30648.64,34908.91,2024-07-14,2025-04-23
da866994-496e-4f67-9aab-5c81f1c566d5,e27cc40b-9eea-45df-b636-f3e4ec93fc9d,call,40773.3,17417.1,2024-07-14,2024-10-21
d844a8e9-1d33-4eba-b546-87593b9563d7,be4527a3-31ea-469a-aac5-2d8883132d07,left,21361.25,9054.73,2024-07-14,2025-03-09
3104f178-371c-442f-a52d-a75b73a14bae,a4f52a9a-f1bd-4d10-a0e2-2fc339f685b6,eat,34006.5,36756.82,2024-07-14,2025-03-22
53d8ecce-ac20-4161-a30b-7b2cb3ea59ac,17624731-3e06-4495-8455-ae49eacc81c7,person,16828.62,33469.06,2024-07-14,2025-06-10
ee9a2caf-15b7-47b7-8625-b9c01c90e7fa,936482dd-d3bd-407d-a67a-55f3be55421b,receive,36943.8,40730.16,2024-07-14,2024-09-26
9dea3a87-18de-417c-829d-4896bfba083a,983fb3b6-4c47-4f71-b778-2b22bbb93d8a,drop,16085.28,28584.19,2024-07-14,2025-02-05
9efe6fc1-3f20-414a-9f5f-07f571daef18,1e01a6c3-48af-441a-8b93-4263b32f6844,score,12127.11,36056.12,2024-07-14,2025-04-16
91b238f5-7a59-4370-8467-1c34e41c1549,3f4016a1-47c0-476c-86ae-a8a55c482a23,sister,24862.62,21512.43,2024-07-14,2024-09-08
5b5fa0b0-cb7c-45af-b687-69bb4a5882ae,3ada9da2-abc8-42bd-8119-238a48ecbc26,organization,32215.34,11237.87,2024-07-14,2024-08-18
f5b2ce9b-af51-47e2-9916-b58a1a8a298b,8441c7d8-0da0-4473-ad70-c163735c1ca2,after,8680.43,6210.84,2024-07-14,2024-09-08
f7585c3d-7568-4929-82c4-e53e4339162d,01e6eb31-db5e-4758-b4ce-24df50b9282b,stuff,39307.88,43974.98,2024-07-14,2025-06-04
d204f1a2-6b91-45c1-afa8-f664573c394d,00967190-1efc-4722-b760-d2d41156c733,city,9471.46,15896.71,2024-07-14,2025-04-03
79b3a2ba-2ece-4ff1-bcee-0522b9d58e93,fba51612-894b-4427-bd9a-df1157668729,organization,29315.42,35400.22,2024-07-14,2024-12-11
bdb813a8-c349-411c-ae6b-2fb1a6ced966,e27cc40b-9eea-45df-b636-f3e4ec93fc9d,need,46997.38,19512.2,2024-07-14,2024-09-23
bdf98507-9cec-4f16-a335-495506ed1018,91f67689-9f37-404a-83f8-ea16a11e2ccb,drug,30416.45,11981.94,2024-07-14,2025-03-12
9f9e731d-2d4d-4182-805a-e9b2f20a27a3,719127e2-1744-4ca6-98f2-e855dd01da60,interest,25980.08,39777.3,2024-07-14,2025-01-09
bcb16b7a-c5cd-4f65-ab8a-dcacc45cad9d,4b440644-9fbc-48b0-82a4-44496f6d0df4,film,18363.22,40505.51,2024-07-14,2025-05-31
f5770fac-2f76-490d-bd39-417097d94393,3259d235-dcb4-4252-9d70-25eb1e1aa339,as,3652.65,24268.43,2024-07-14,2024-12-19
9cd88eea-547f-4f55-a839-4e18a375c7a1,15a52c9f-b32c-46ce-a9d3-13295712c5b5,discuss,39654.44,30896.74,2024-07-14,2025-06-24
65c52187-e7ae-439f-a2a7-2a23f2245c17,744dcac8-93a0-4ab3-9b2f-7e0555b8391b,artist,1639.53,14077.39,2024-07-14,2024-08-08
4f1b95af-39fa-4480-9720-870673cdb30b,2f83cefe-200f-4735-ad94-a70bfec99d29,think,16989.44,20906.06,2024-07-14,2024-08-03
292e74c5-7000-4d64-b507-4bf82a9f4c75,6a98c01c-cbfb-432a-b0db-081893035701,family,8566.9,19624.83,2024-07-14,2024-09-20
1f8fbe0f-a7c3-4db2-9c66-667dc5450a03,1ddd15d8-025e-418e-ac1b-01461b3ea74e,however,25736.41,9103.31,2024-07-14,2024-10-23
5826fdf1-b28c-4898-9263-e8ea2156cfe6,fd1bd501-a15f-499e-8c72-0cc2b5f44036,produce,14994.85,10923.22,2024-07-14,2024-08-09
1d76fe43-926c-46ae-b334-08219321bdaa,c059714f-c73e-40db-a29c-ce0991366b63,car,5068.23,32597.46,2024-07-14,2024-09-11
fda2ab70-d147-4806-b991-4ccc84513b23,1ccf6c93-ec63-4550-a470-bad716cc883b,amount,26183.92,10686.78,2024-07-14,2024-10-08
c50d4724-95c5-4d87-806f-a5c36a12afde,39a00b6e-8a89-461c-86db-8689790adbb8,feeling,43237.56,179.27,2024-07-14,2025-02-22
88624ad2-eac6-4ccd-89f0-17a389084c1a,dc0414c2-3ba8-4e68-bb31-70161859a112,region,28499.71,10508.16,2024-07-14,2025-04-11
615ff860-cb8e-4cd9-be86-c78091265ac4,4d1a6aed-53bd-495e-aea9-aebea93dc893,week,29174.02,20489.01,2024-07-14,2025-07-07
369ac24d-010a-452f-be5e-cc8191200ec5,29d03ace-508f-42f5-af16-11d77ae909f5,serious,14778.14,22407.67,2024-07-14,2025-04-10
147864fc-0939-47e4-82bc-025cb446c507,fff1d23f-628c-4f52-8e84-f35de82089f9,above,20944.22,16730.95,2024-07-14,2025-02-02
2bb53302-43b7-4917-8f4d-07ec9c6edc70,e1cb25de-7b99-4766-8b76-749636480f21,fish,530.78,2523.14,2024-07-14,2025-01-30
d2ac6d4f-2276-4475-aafe-92cebba67f47,10571e1c-8e97-4805-8ec4-7094d272c1d5,visit,17463.99,4552.51,2024-07-14,2025-01-23
7cfe0929-8b83-4520-b522-5c8aaa0d1c18,7a9745fb-c9e5-4bf1-9c4c-f56f94aaddca,important,3011.1,45266.24,2024-07-14,2025-01-20
3692b964-05c6-42f0-bc8b-b89164912fd5,9e4099cb-437a-45d2-afd4-c1ca58c67607,nation,44126.9,34661.7,2024-07-14,2025-01-14
aa9039fb-4706-4c08-a9b4-5a23880652f0,64d26832-0016-4263-a427-f99b2468dd8c,change,26973.0,48209.91,2024-07-14,2025-04-22
6b737b5e-2741-49c3-ac18-a82e441de733,4f064a0d-ab1c-424b-875f-90c551dacbdf,when,38476.68,47859.93,2024-07-14,2024-11-01
9eb35f81-7675-4ccd-8ba9-f31f187ab864,53ff26c0-4075-44a1-bd0f-6804602f9646,feel,22770.85,39757.18,2024-07-14,2024-12-26
57aef7cf-5dd3-46b1-a5a7-dcc4fc99b3bc,af7f90b3-4746-4578-8442-d3875f674c52,kid,37934.1,2100.49,2024-07-14,2025-06-04
b7b6e4d3-c4cf-401c-be5d-3392b78bcc7a,6350bae2-ae7e-45ad-8ecf-ecc3a822ce34,new,17234.4,25943.81,2024-07-14,2025-05-27
915fab69-f377-41ed-90c5-597ae1b2bf8d,c0f86d8a-aa49-4431-854b-8c75db0c1812,entire,18702.98,29539.74,2024-07-14,2024-08-26
