deposit_id,customer_id,monthly_amount,interest_rate,start_date,end_date
ced6c100-3d64-41ae-9b9f-48589063142b,de93a0d3-308a-47fe-9cab-33ac408b2a5c,280.74,7.08,2024-07-14,2025-06-27
5f32d2bb-9f3e-4ef3-9ae0-43dbed190833,a50bc8f0-e485-4345-ad15-dbcea3986663,559.21,2.25,2024-07-14,2025-05-29
b1065469-be29-49c2-81c1-a534f5ae0a01,9e4099cb-437a-45d2-afd4-c1ca58c67607,1005.96,8.42,2024-07-14,2024-07-17
c5812d66-6bff-4a7e-a2c2-291fb5adf572,a12fd853-850b-4fc9-b810-c8422eae49be,362.11,3.89,2024-07-14,2025-01-06
279d23ec-7683-4c09-86b3-afe5187fd0de,4813a8f8-226a-42ba-bce0-42d1b39ed07e,1834.73,6.87,2024-07-14,2024-10-13
4260c687-7898-4550-8ddc-769f35568f10,e3e4a1fd-1b1f-4086-adf3-08f737378a9c,195.88,8.32,2024-07-14,2024-08-06
6d1ab002-45c6-46a5-b87a-e7d2150bf5ea,39c9ed3f-ff5b-4aa9-9e1a-f530b1c30353,214.89,2.84,2024-07-14,2024-09-26
6c4b34e7-1d72-4a1c-b156-7c7b077905a4,67ca2034-0913-4ee7-851f-5361de7c5eb5,1852.93,5.7,2024-07-14,2025-06-30
8ab0f225-fe44-4d56-bfea-b33b4ca2ce67,a6593993-839c-47c1-93d7-61ac9ef3311e,694.8,9.58,2024-07-14,2025-05-25
87eacdb5-01d2-4968-896d-160df817464d,f56d6b33-d264-457d-91f2-6ada29494aea,542.8,7.55,2024-07-14,2025-05-04
104d3ece-8cae-4aa3-ac3a-9e74ae1129b3,9ad1f78c-af5c-42ed-9c00-a437d298ed9d,1060.46,7.2,2024-07-14,2025-06-03
2779221c-8171-4cae-b9bc-45694bda17b6,73be12d3-6020-46b7-ae2b-a09f8791d001,1143.96,5.18,2024-07-14,2024-09-09
54b06ecc-8e86-4d48-bcfb-5bcbbe586d5e,32700920-8b57-4800-9a52-1ad7b6144ce7,1240.99,8.6,2024-07-14,2025-03-16
02e7c579-ae29-4f53-9938-abcc58d33933,7c0fc2ad-926f-45b0-9b35-302d3c3ca0c3,1150.77,1.38,2024-07-14,2024-08-18
91135105-01b8-4f7d-8985-dd75c231fe17,50d4fb62-a4c0-4de0-ae09-d11228c7d2fc,962.89,2.17,2024-07-14,2024-11-08
f336f5db-0005-45d5-8824-3ab16f5f7fc1,b42d3fdb-45ac-43f0-b914-43ee5c99c6d7,771.69,5.55,2024-07-14,2025-02-28
59b317be-ffe7-4350-a5bc-e71ed6a5cc46,e7a7f46e-bd6d-4429-b6d5-6d62b907f53d,877.52,6.38,2024-07-14,2025-01-24
888ced71-7fa7-4719-af5f-033741791fa9,6509e1a6-f1ae-49c4-98a2-3ddcd8cc7f7d,540.59,8.91,2024-07-14,2025-03-02
4429bc79-5ac1-41c4-91cd-8c4dbf87eadf,6f2e7ff6-4385-4c22-803a-3bbecbc3e8a7,1892.96,7.75,2024-07-14,2024-12-17
d3e60a8b-54af-4bca-afa5-5b3b153f0a9c,d10823d3-3fa5-42ba-9bfd-cf105b23d003,475.92,2.07,2024-07-14,2024-10-01
21f8faab-26b1-4ff8-9850-33555fdd2773,f7c11d34-0165-46f3-8a76-b823c7d1dc4d,851.0,4.24,2024-07-14,2024-07-15
675c1dcf-85c4-461e-a38b-2517a9bb8517,76a7fc1c-f6ab-43a1-ae71-aa4402bf652b,1596.52,2.38,2024-07-14,2024-08-16
591ba6f9-03a8-4f65-8bd1-06edda35835b,6c40fb86-2be3-4742-93f3-61c4fbd41e9c,1070.23,8.35,2024-07-14,2024-08-16
6d6cd5a3-9058-443d-9052-fe6ada1f329b,6322aac0-7f69-4765-91b6-858182000383,358.96,2.51,2024-07-14,2024-10-28
379891da-a198-4df3-891f-a5afa2f004b8,70e94d3b-8ee3-48a1-b598-ec6d46cbf2cb,1542.91,2.84,2024-07-14,2024-12-01
b0faeeb4-f2f8-4ee7-af90-b46f63e39aa8,29417c39-ed64-428f-b97c-9683fcc7da30,1585.36,5.4,2024-07-14,2025-03-30
96723d80-ba30-4081-a045-0b7fe77c2b14,55e0ee9e-edf6-460d-8017-9860a512cb68,350.78,1.73,2024-07-14,2025-01-03
cd45cc03-9727-4381-8310-5dbb8f301249,a6955261-68db-4c06-a56c-7b1477306f6c,246.49,3.17,2024-07-14,2024-10-28
0d13fd78-9197-43fe-ad94-fc58159b1d0f,6c10da0b-463d-4d57-b98a-b94cdc7769fc,1114.13,8.64,2024-07-14,2025-02-13
1c2e61a5-ee22-47bb-9a35-3040a84927ba,a28d28df-d764-492c-8a41-e7966cc1da0a,267.37,8.52,2024-07-14,2024-09-04
2b561ad8-29b7-4803-ac9a-b3fffeb84ccb,c6a8e557-e307-4117-a4e1-5e94f40a40d7,1562.02,5.31,2024-07-14,2024-11-20
03ec3b02-89f1-493c-802a-86e6346a793e,7836c75a-398e-4607-890c-19664eeaa204,1901.84,2.13,2024-07-14,2025-01-11
65a2e8ae-a1ea-482f-9d4f-94db97d85fa6,c3792109-c072-4aaf-a2d0-bf82d2327904,262.63,2.64,2024-07-14,2024-07-24
c98654aa-1c07-49ae-b464-2b1c01795259,8dfbcf3b-6830-41a4-bb06-68535e1ac077,1873.5,7.6,2024-07-14,2025-02-06
144ae621-ade8-4281-bc0d-d8a31bf16c8b,a8eb15a6-aade-4b5e-b3d3-deb8e6ec4b72,1568.73,3.25,2024-07-14,2024-12-14
098ceb64-b301-423a-ad60-0fdf4e5f78cb,a75c4daf-4609-4e53-b3a8-8ef2d1e84e30,1083.47,6.75,2024-07-14,2024-10-21
12887e67-5459-4dd1-9908-d52ed598270b,f375c1ee-2a25-4c40-8fdd-2f81996ae269,1056.79,3.66,2024-07-14,2024-10-02
5107577a-c2d8-445b-9ea0-2090dacff13b,829608dd-b6ae-43b1-ba07-e40e0de15312,668.38,4.13,2024-07-14,2025-02-12
96bde4d2-a3c6-4806-8838-30917e9da8df,8deef953-fe76-4348-b76e-4d4ecc4864c3,163.93,3.25,2024-07-14,2024-12-05
d53948d1-24f5-4a54-96b4-93ef600ec404,fdb52495-8373-41ae-a3a6-d3943461e229,440.32,6.9,2024-07-14,2024-11-25
3bad9dd8-6ef9-408e-927f-76a580b9f94e,d5869468-b127-4608-864c-871a9798e50c,103.42,4.05,2024-07-14,2024-08-17
936f4a11-1747-4a92-a714-7a6068a24498,a3144cb6-0ef4-4f8a-b66f-68c4d7ec2141,687.65,6.15,2024-07-14,2024-12-15
8f97b9d8-d488-4dfd-af11-e8a8b3620577,4f662789-ddb7-440e-94a9-6672d1ea1502,295.75,7.48,2024-07-14,2024-09-02
5ae49e3c-f4eb-49be-8d40-a00f79ee4ca4,315b0c15-0d8d-40ef-831a-c2230d6cb8c6,1299.93,5.43,2024-07-14,2024-07-19
bae73022-98a6-4cb3-966f-44f0176f5fed,675d888d-4092-4516-9acd-f0ee5ce81f71,271.6,9.25,2024-07-14,2025-03-24
58411efe-3b4e-48b7-b337-f7daa67d33ec,b053dc1d-0c51-41c2-b9c9-f87b0829a924,1830.77,4.21,2024-07-14,2025-02-24
fbefe25d-c169-4b91-b043-c6d83be8659c,6350bae2-ae7e-45ad-8ecf-ecc3a822ce34,469.18,9.62,2024-07-14,2024-08-12
b6aed840-4e62-4c9c-8cc6-61b01784d71a,bcc29688-23f4-460e-930c-98ada0be000b,703.28,1.05,2024-07-14,2025-01-02
1c824288-926c-492a-82aa-633e2b67548d,009c3103-443c-458e-8add-0dd3b21df9bb,1915.56,2.54,2024-07-14,2025-06-19
22a09f50-8b68-4485-b934-b8a3efbd931b,f43e9fd0-7e23-4416-8ff7-15932524f737,1205.89,6.35,2024-07-14,2025-06-21
89fc0348-c4a1-42d5-b699-16fe3cb6ff2c,c9d1783a-7b08-4d0c-a448-b137e894190c,855.59,9.5,2024-07-14,2024-11-09
d997fbe0-de65-4742-acac-58f5704eaa48,790d418a-011e-40df-a39e-107fce7af123,1423.69,8.53,2024-07-14,2025-06-09
67cb1dda-bffb-4fd5-9405-a8276ed9c224,8161d103-9eeb-48c7-8aac-fd5cb1aa72eb,800.35,9.29,2024-07-14,2024-10-16
d68a0dd6-4465-4cba-a737-1740d996fcfa,7a9745fb-c9e5-4bf1-9c4c-f56f94aaddca,648.2,6.25,2024-07-14,2025-03-11
30d944ef-c121-4b18-982c-a86b338704b3,6a5c1877-afcb-4fda-9602-6d67bfbaba21,1640.66,4.94,2024-07-14,2024-09-21
b0b41c54-782a-44e9-b526-68b0c3283a58,df3f24f7-ae37-4f94-a2bd-7f07279d388f,442.79,2.58,2024-07-14,2025-01-22
d17fb51c-e5ae-476f-b2a3-d1f57c1be439,dffa7a26-04e6-402f-a2c4-793dc929b32b,1738.77,2.62,2024-07-14,2024-12-05
eaa9841f-2887-49a7-b18e-c5898b981de6,91d95881-457c-4f29-831c-159842222d22,652.0,5.04,2024-07-14,2024-10-05
3974c68b-8fb6-40b6-8bc7-7aaf56225495,39a00b6e-8a89-461c-86db-8689790adbb8,720.46,7.74,2024-07-14,2024-12-27
9f010bdf-d184-43bd-a881-16325d3992e7,fdb52495-8373-41ae-a3a6-d3943461e229,1877.2,5.78,2024-07-14,2025-02-18
652e5875-c159-4354-aab1-7da01e217e54,890f8a29-0deb-4adb-90ce-6444dd506fce,278.73,9.87,2024-07-14,2025-03-29
65e1b5d7-6c45-4302-a0d7-dbe3b74a914c,b7c66656-f05e-4799-8937-87420786309b,763.35,7.6,2024-07-14,2024-11-24
22ff771e-82e9-460e-9708-a034ff05cf41,3b79b600-6a04-4c83-99a7-3cd76d1a7e2c,1419.01,5.81,2024-07-14,2025-06-08
f338a40d-67fe-47a1-af27-c4ea5303e29d,8f763eab-45f7-429b-a861-da8412fa54d3,1294.26,5.5,2024-07-14,2024-07-19
3a9f2f12-86e4-4a18-8cf8-61d21d7f695e,7ef58352-c396-435a-aca1-3f85ab2892d3,421.84,1.22,2024-07-14,2024-10-13
6f0ccec5-5ecb-4e91-b3d9-f8a1592b16c9,ad2ea36d-d664-4ec6-9d80-9fab9c15b040,1131.97,5.39,2024-07-14,2025-04-10
1617edcd-dffe-4313-b9a6-200ec365122c,fe19d178-7d6b-4525-8ee8-5395c33b4d8c,961.87,4.73,2024-07-14,2024-12-25
c31f4841-34e7-455e-827e-b1f3aece3757,2823df21-5e47-4e7e-be53-1ef7da0f4387,481.38,4.87,2024-07-14,2024-10-21
23a4c02e-0c85-439c-ab56-0244cbfc84d6,0574888d-39ab-4f88-8172-677955fa230f,1701.7,8.7,2024-07-14,2024-07-28
8cf460eb-18bd-4683-b49d-14c1f6c0e199,e0f7d496-b634-46ba-a77d-014c9ab25932,1979.25,8.0,2024-07-14,2024-07-20
18a2561b-8c74-43e7-93fd-2575eaba267c,01e6eb31-db5e-4758-b4ce-24df50b9282b,379.5,4.37,2024-07-14,2024-09-23
51cb5b2a-ec51-437a-b422-a092fab52d7d,f2af51c2-45b4-4acf-a61c-79f762e92f15,1911.37,4.84,2024-07-14,2024-09-12
ae72ecc0-1999-4460-8237-652e3bc44a33,29f07c65-9250-4f35-be2b-912a0e9d1331,1899.14,5.77,2024-07-14,2024-07-31
24be168d-bcab-4e72-90e2-351ebffd407f,d8e20f44-9330-4e72-b553-84f3d153f840,1856.12,4.49,2024-07-14,2025-03-23
7ca1d553-32b6-4c38-838f-a52102f62ac3,25e74cab-3598-4636-a77b-64c9f5ccb048,706.59,9.66,2024-07-14,2025-05-19
840cec07-b210-42c7-af3e-57398434586a,cd89ba69-730c-4d74-8aae-d99e9cb57ddd,124.8,5.39,2024-07-14,2025-01-19
a1c23a19-011f-4ce7-b187-1d9b4d3a14c7,879b69f3-d6d1-4908-ba71-28af3c81e5c4,1519.83,3.96,2024-07-14,2024-11-12
ee37a166-150c-4905-84f6-ed325654dc62,14790bab-f463-4e1e-8f8d-c9a173de807e,200.47,3.81,2024-07-14,2025-06-20
9021c3ac-0b3b-4473-a2a1-2927005dcdb3,8a7ee70e-29be-43b8-a4fc-00d22d032663,890.46,4.91,2024-07-14,2024-10-19
ab43e35c-79ff-432f-882c-db3985728137,dfb73c8c-9009-4683-ae93-a64b19e2b9d8,1373.48,9.62,2024-07-14,2025-01-29
38388120-0736-455b-bc05-c6c636ec9d03,193a39b6-8d01-4b5f-aacf-10dbfbbbd784,131.12,9.77,2024-07-14,2025-06-17
5757f87b-dc82-4115-82c6-34a6f60d4b20,f792e6d6-1eb9-4ae8-b9ce-94dcaa74063b,631.33,4.6,2024-07-14,2024-10-23
3eca9c17-a854-47de-a821-38962ef26ea1,e1a30f9f-478c-4637-a17b-65e8807c805c,1068.43,6.63,2024-07-14,2025-03-09
7cfe37e4-bb26-45a8-83ff-ddc51eab4887,c61b296a-7fc7-46f5-97a9-0bbff90f56db,1995.44,3.36,2024-07-14,2025-05-12
4ff69c39-90eb-498d-9ff2-b2d1eb9ad199,9a4a6d33-4006-4474-b338-a480dfb35019,467.7,2.8,2024-07-14,2025-01-14
09943e82-2be5-457f-9d9e-d9ed1643d0d8,b94c4414-3a9c-45f2-bbf0-5fea2f711215,888.71,9.29,2024-07-14,2024-11-11
99ec3119-891b-4fe7-a2b9-8484a797e4e8,d9008960-94d8-4ff4-8ee0-3eada6492452,1403.97,1.75,2024-07-14,2025-02-09
ecabf4a5-9b0e-4e4b-8678-b290d314a0c3,f07b28ab-2f66-4dbd-b818-4208d870f71f,1108.65,3.58,2024-07-14,2025-06-30
65aa4903-3b27-4e08-afe1-651da989a2a3,71b1b0a1-d4fe-4983-ad9f-ed70e5087477,549.05,7.27,2024-07-14,2025-04-25
0f9c219b-386a-4dc3-95bd-98fc311004da,9dd1bdba-e2ea-42fc-b386-edd308640d27,1910.03,8.62,2024-07-14,2024-07-29
0a3988f3-cab5-4a35-a0aa-ff47afda437b,98948ac9-543c-4e7b-b493-99193b743d79,618.29,5.0,2024-07-14,2025-03-17
99e10c9e-c62e-4c84-b14c-90fd5fff5d25,6f4eb730-955b-4913-b7b6-08277932b7c7,836.33,5.76,2024-07-14,2024-12-12
bde7518a-421c-46e4-b965-5347ac9b4b47,a14f3f1c-f178-4fcf-91d8-899803f1b126,1520.69,8.1,2024-07-14,2024-07-31
83d4bf13-d06e-423e-a0c8-d87fb0c75943,6db7d267-de4e-4551-b5de-1e5bfa160680,832.84,8.01,2024-07-14,2025-01-06
11e21342-b9bf-46d0-8ba3-ab203f32db9a,c24a7b90-f493-4581-bfc7-2e84d419163f,280.74,5.56,2024-07-14,2025-02-11
4f1df80f-d3b5-4052-9c0d-fd7cf99f5506,039454b4-25ac-40d6-be28-ab93338efa04,1405.59,7.61,2024-07-14,2025-04-24
7ee30469-6216-415a-a66a-c1a0d47e4661,89d76a3a-e9e5-42e4-8f5a-ddba6d8c1921,527.5,1.29,2024-07-14,2025-07-12
73d3f05a-04d5-491e-9f2c-c0ab716b1cd6,4f662789-ddb7-440e-94a9-6672d1ea1502,1408.05,4.99,2024-07-14,2025-07-01
77d689a0-e547-4b4b-88eb-db828b45daeb,f07b28ab-2f66-4dbd-b818-4208d870f71f,668.36,4.38,2024-07-14,2025-02-23
3d806086-7eaa-4cb9-8b52-df5372fc1702,30e9432f-8d6f-4040-a325-69a9c6f0b9b1,1854.26,7.29,2024-07-14,2025-04-04
d745b75d-99cf-406e-aade-f3e9ef5a834a,9822920e-5423-4dc6-a9a3-2836600fc002,1000.13,3.21,2024-07-14,2024-08-21
22ce5669-1d37-4aa0-8a9e-fea9eabfbb64,e90f6567-45ec-4c64-85c1-62644d10c912,1780.43,5.06,2024-07-14,2024-08-06
a7f41392-c393-43ae-9e1f-fb25d734ecfe,6746e72d-97e2-4f5a-8a42-a63a747e9d64,145.96,5.89,2024-07-14,2025-04-28
09b3f8fa-8a52-4c89-b963-243b025a3958,8e20888e-b718-48b2-b1b3-3e3623d47732,1223.06,5.93,2024-07-14,2025-01-18
06dc0edc-d6d1-4109-814a-18bf6e0ca9a6,98948ac9-543c-4e7b-b493-99193b743d79,1654.35,6.75,2024-07-14,2025-01-01
ae5b6e28-a030-4424-85f8-ad4e8e1e810c,503f40ac-24af-41c6-af1b-991e16ca9962,474.98,5.87,2024-07-14,2024-08-29
d58290b2-c635-4a5b-89a0-2e2cd5e7d29b,f14a521b-b8d7-4f51-a89f-fd7b9c662832,132.47,6.26,2024-07-14,2025-06-26
b8033844-d525-472f-b91f-da40401ec09a,ccab8c5b-1b76-4ebc-ad6b-8371f813f446,234.69,2.73,2024-07-14,2025-04-28
a1f04db5-6f5b-458a-87e1-21579ce6f4cf,27372737-d424-43e9-be87-40b999b6bec2,1879.19,9.01,2024-07-14,2025-05-21
790e4e35-1ec3-4c4a-9ae8-08460a4d2d19,02084a52-aee6-4e63-8e98-739091f593b3,756.68,2.7,2024-07-14,2025-04-02
d1b17bc7-2fb2-459f-908f-14a22f4cf7a3,3c88ce20-f4e2-4926-be65-972b87630d63,1260.18,2.26,2024-07-14,2024-11-15
6f1aad67-ed2d-49d8-8daa-880f43a64dca,ccab8c5b-1b76-4ebc-ad6b-8371f813f446,1672.31,5.33,2024-07-14,2024-11-17
ec1bc690-b59c-426e-a287-f05308ac0639,f43e9fd0-7e23-4416-8ff7-15932524f737,591.43,8.89,2024-07-14,2025-01-14
d4066221-33ae-45ae-9491-de3477efef86,f56d6b33-d264-457d-91f2-6ada29494aea,1824.94,7.58,2024-07-14,2025-05-08
5d28219c-0045-4d4b-bd28-48d4226ccbfa,4ea6bd08-3e58-46ea-837c-9ec640183e5d,1239.69,7.67,2024-07-14,2025-05-31
352438da-fd20-4b61-91ab-8ad252923e64,46511fef-c770-48d3-b500-3405d6ea6036,765.42,6.81,2024-07-14,2024-09-28
57cf92bb-ad02-4e1f-8458-172bffb9641d,456cbd64-7e46-4a88-99ec-c9dde7e29d28,1331.66,7.08,2024-07-14,2025-05-23
f72fa7f5-e609-460a-b664-1b6ee66c40a4,d775b95c-aa90-4efc-a0fc-d122f8734fce,879.65,2.66,2024-07-14,2024-11-08
46743d07-0423-4c0b-8a08-c6677c7891d9,e9bf1267-8e9b-4209-9697-fc3bd6a99d19,1415.12,8.95,2024-07-14,2024-08-07
80eb28fc-f93d-4a9a-ab8e-7628e64f4a7d,0d441f69-3424-4ab7-b6d7-336818c4cb58,997.45,1.43,2024-07-14,2024-10-31
8c90052f-47c9-49bd-a55d-25864266d04b,20759cfa-6d46-4b80-b780-7a3ba0735b22,165.12,6.18,2024-07-14,2024-10-12
25dbf674-5b75-425d-bd00-aa56394550b5,18c37a9f-a078-4d91-b485-fd28ac1b36b4,975.71,6.92,2024-07-14,2024-09-06
f15e4eee-9bfe-4087-b2bd-5ff74af40a60,4edc40ec-7acd-46ac-a4d8-542961945381,915.44,7.9,2024-07-14,2024-10-01
eafd1582-c5ad-4f5b-b855-2359049ad5cc,02a3af50-e1b4-44cb-90d2-e98692c416de,633.91,3.96,2024-07-14,2025-04-13
27f52f67-4e91-4c4f-9d66-0904574d526a,536fd0e5-0543-4b8e-bd8b-8c5ddf2fdd28,792.35,6.77,2024-07-14,2024-08-03
c9e66fac-00be-4024-a3bc-1be7de662e02,f05ffce9-2ca5-485d-8e35-7bffe3e0a034,1914.67,8.79,2024-07-14,2025-02-01
0b1912af-7f0d-483d-8004-642008b9337c,7284c661-14bf-4805-80c9-d1c91268844d,1765.14,7.19,2024-07-14,2024-08-25
f3e6ef68-6a22-424c-99e2-5733ac18164f,edc7d986-eb51-487b-a2e0-6187722e54de,718.56,8.16,2024-07-14,2025-04-15
798e2553-231f-4a3d-a41a-79c0332650a1,e88a0298-b63d-4cef-a08f-f233f129e907,1012.5,3.69,2024-07-14,2024-09-26
3661cf84-4d7d-4c21-8393-cc6f18d57aea,992177b6-7fb4-4143-9bec-bf2b52383bc9,1235.81,1.96,2024-07-14,2025-04-16
09bad791-4c16-4f2c-89dd-515e4d4c55bb,d18d609e-b281-4660-ab15-01fddd8881da,1056.85,6.19,2024-07-14,2024-10-30
c5e107e7-66e9-453b-827f-1918b222a98f,77cd9105-9303-443d-86ae-44f2a0cfe1e8,1041.34,9.88,2024-07-14,2025-03-07
1613c20b-c181-411a-a0cd-e236a50be0a8,c6c41456-1d22-479a-9534-5a4b2ce02e25,1358.1,4.53,2024-07-14,2025-01-10
afcc239e-0b7b-4062-bae0-bb14a083a2cb,d991d9c2-b8c5-4eb6-baa3-09a49b0bab8e,798.28,8.01,2024-07-14,2025-05-11
ff358f56-9b96-4911-8102-f2962ffd69b1,894b8186-88f3-41ee-9d21-6a7dc8b0aba8,1305.87,9.84,2024-07-14,2024-09-19
43658526-ec85-465b-b2a9-00c73240e23c,c098eaf7-d544-4ee4-b79a-6721004a1097,1777.85,1.56,2024-07-14,2024-10-16
feaa2fbd-ed72-4431-9475-87822913b1fd,651e5ae7-526f-4170-9725-9a6209f4063d,1998.89,1.72,2024-07-14,2024-08-20
1b8707d6-2ec4-4645-a648-44fe6f0ba75b,b3e341e3-17ea-4c66-9543-14913002e3e5,993.45,4.6,2024-07-14,2025-03-19
78ddb5dd-cb9b-446a-8ba8-f696deff0a6c,ec049dec-1912-4231-a32a-dd4c7b70bbe1,609.36,8.3,2024-07-14,2025-02-16
0d582d8e-eed5-41ad-824b-0a5339d8b6b7,3299fef5-467b-4e45-9f19-a8087b7b87f2,427.49,5.52,2024-07-14,2024-08-07
e919482d-7107-4bf2-8162-ffa7e22fbe25,e7de63b4-3801-468d-9373-9f7fc3abed49,1386.74,4.1,2024-07-14,2024-10-19
eae2eaef-e23e-4a09-b8fb-03a87db1f812,c6c41456-1d22-479a-9534-5a4b2ce02e25,291.47,2.18,2024-07-14,2025-05-03
4dbfbce7-6507-45b8-bf83-ba9ff82d2bb0,63ea1d3d-59e4-46e3-adf8-f2f453583b4c,1374.76,7.1,2024-07-14,2024-10-08
3e328b49-022a-47a1-9110-37e204478f98,c6ede869-49ff-4385-a91f-294b6e4a8be3,1739.95,4.0,2024-07-14,2025-01-07
2bccaf53-fd4f-4d06-8d81-9f288b9e2321,e4606d2a-a666-4db5-b4f1-397d648868d7,267.17,8.98,2024-07-14,2024-10-09
08335384-3f03-4060-a3a4-50d5e698ae3c,790d418a-011e-40df-a39e-107fce7af123,250.09,9.21,2024-07-14,2025-06-03
70f1b81d-33bd-4b16-9256-dcf5fae3dd03,956fda63-d3a9-4ad6-86db-deb52fba426f,815.11,8.27,2024-07-14,2024-10-03
e0a28e5f-e5e0-4855-be51-76bf5d2e0555,9fe93f6b-045b-41e7-a137-2ceaf93ce8e0,1566.08,2.16,2024-07-14,2025-02-11
1f8696b5-22f8-4011-966a-2b84d305cb7c,502bfab8-3cb2-445e-9e88-08bed5c436ff,802.04,6.33,2024-07-14,2024-08-27
efbc9a43-a83d-43d6-970d-52339318a211,1da00b48-ae49-4bdb-846b-7c7d2fbd6c03,1097.68,2.97,2024-07-14,2024-11-29
2f15cfcc-e854-4926-b360-8aabc05652b7,edf18d16-dd97-4ac7-9e6a-f9845088a911,434.45,7.73,2024-07-14,2025-03-21
df0c4c92-1a89-4e77-82fa-2a44d8d133cc,3e6ec528-737f-49c0-9be6-164c35b14a61,391.42,3.44,2024-07-14,2025-06-08
621857b6-2b4d-4b41-b9aa-cc8a804d7647,fdc0c5c1-ef84-4b2d-a6de-34a172bc1c9a,486.85,6.05,2024-07-14,2025-03-02
dae92d7c-f088-4710-89be-8d9c0c1b3fbd,b1948c36-7af9-42ce-9e0b-bd36a93a62e7,1037.87,1.58,2024-07-14,2025-06-12
4342cc47-abb6-4b02-9944-33888ff59165,ae572ac9-244f-4ac7-aa95-c2f3c1f46f6f,768.96,8.6,2024-07-14,2024-09-17
cc46cea1-99d8-49a6-b35c-a439d31203b4,39922b61-4d87-45f8-8751-055ad9d8a8c1,1357.82,2.26,2024-07-14,2025-04-21
9d437ee2-4c77-4fcf-88c0-f9bfc4aee3a5,40377afa-8e8a-4a7c-986b-000704951da7,992.55,9.72,2024-07-14,2024-12-02
662b5f6f-3b0d-43a5-a642-728536d0bd4b,48960895-fa4d-406d-8034-9b457c87ecb4,885.53,8.66,2024-07-14,2024-09-12
86559604-5d71-43d3-b53b-9333f61440fa,91d95881-457c-4f29-831c-159842222d22,1296.34,9.8,2024-07-14,2025-01-07
ee7f6305-d2d0-4161-8318-374c0af36312,8f763eab-45f7-429b-a861-da8412fa54d3,532.39,6.97,2024-07-14,2024-11-11
6846f914-1e98-4f4d-96f4-f489a5b22b72,146d3d68-d38a-482b-b9bf-07cab2610654,1364.16,3.01,2024-07-14,2024-08-25
ff5ce7b4-e382-44f4-8b8d-bb2ffe739d18,d9008960-94d8-4ff4-8ee0-3eada6492452,1226.76,4.01,2024-07-14,2024-10-26
92830e47-7f73-482a-b2db-e93df47b92c3,7a832179-da80-4eac-8a76-71f976cf7df1,1556.12,6.93,2024-07-14,2025-01-19
dcbe1ead-4975-4a03-bb81-f2effb02ba46,2844c00e-b652-4449-9f79-81b6432c2fa2,1551.76,5.38,2024-07-14,2025-04-19
4e21fec7-0f33-4e8e-9434-164b7b0706d2,e2496da6-1bfc-4304-844f-ee6244bb8287,1038.58,3.6,2024-07-14,2025-03-07
8800b092-c370-4fa8-93fe-54a8a085d73a,6a5c1877-afcb-4fda-9602-6d67bfbaba21,319.15,9.02,2024-07-14,2024-11-25
221cfb84-7aed-4e38-a67a-71365518adde,d6770d36-8dd1-4cb1-8fb7-ccc94baf6b3f,1653.99,9.51,2024-07-14,2025-06-10
56a9ce9e-b120-4c51-9506-2fb7b9329fe7,1251d2ea-25f7-44f4-a1eb-77a1302abc48,1283.35,8.29,2024-07-14,2025-03-14
0ed2f395-28da-416d-b00f-c45aa7b75f00,ee7a7685-7bb7-4404-9c0e-843d22e11e65,408.43,1.06,2024-07-14,2025-02-12
b659a0fc-3cd7-4120-9cf2-0bda03a1d5f7,e851f7d5-ac15-4b64-8df3-70f0555e2d1e,613.55,8.24,2024-07-14,2025-01-03
9c176afe-97d2-4f2a-9970-c3a150ed409a,1266f1ca-3500-440e-b191-ac0386c2acbb,419.55,1.63,2024-07-14,2024-12-31
b6aea78c-e8b7-469a-99ba-2f507264811b,bb6ecaa2-597d-4dc3-8780-5d906b8110c3,195.37,6.88,2024-07-14,2024-08-26
11fcd523-e31e-4ef3-89fd-4f7cd8bae944,c9ed0d72-a58d-432a-868e-ca457a067595,259.27,2.07,2024-07-14,2024-07-23
44f07cc1-a4fb-47b5-8528-4d321b96bb86,1ec37781-eaf0-4ba8-80a1-d41a3d00fd7d,842.5,1.59,2024-07-14,2025-05-18
f9a507b9-3ef7-4dae-99bb-1065dc1e99b6,bb6ecaa2-597d-4dc3-8780-5d906b8110c3,836.89,4.36,2024-07-14,2025-05-19
374dfed5-9003-44f0-8bc2-d3f65896ce5a,4b440644-9fbc-48b0-82a4-44496f6d0df4,1369.76,6.36,2024-07-14,2025-03-10
8454dd4a-9804-4611-90b5-cdd3b3f1bfbc,dc0414c2-3ba8-4e68-bb31-70161859a112,166.92,1.4,2024-07-14,2024-09-06
5e43cb2e-68ca-4d8d-a1b4-43cd04c6c8cc,c2bd62de-0305-4465-9910-95b16f74e833,218.31,5.86,2024-07-14,2025-03-01
8d595cbf-fff0-4325-b6b5-28e9b8193be8,2fb84584-4089-47f7-b9bb-d51d60033c2a,1875.46,7.33,2024-07-14,2025-05-29
e75f4907-c14c-4280-ba76-b67e016f1f09,fa2d7c82-43aa-479e-b68f-9e2e1f7a2216,773.6,2.77,2024-07-14,2025-06-11
3da0257a-52bb-4420-a53a-68980824c635,383c98ff-dc7a-4609-80f0-c7da92e878cb,617.78,3.25,2024-07-14,2025-01-17
cf86727b-4021-4ee0-891e-c57fd3337dd8,e9bf1267-8e9b-4209-9697-fc3bd6a99d19,1103.01,8.67,2024-07-14,2024-11-20
